County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Otsego,New York,67,0,4,0,6.0%,31,0,42.63373751,-75.03256231,2020-05-01 22:15 EDT,36,077,60.244,1.1121439479450235
Clinton,New York,66,0,4,0,6.1%,46,0,44.7904,-73.6006,2020-05-01 22:15 EDT,36,019,80.794,0.8168923434908533
Oswego,New York,64,1,3,0,4.7%,53,5,43.4365257,-76.14924403,2020-05-01 22:15 EDT,36,075,119.104,0.537345513164965
Jefferson,New York,61,0,0,0,0.0%,9,0,44.04103424,-75.91225529,2020-05-01 22:15 EDT,36,045,114.448,0.5329931497273871
Herkimer,New York,60,2,3,0,5.0%,0,0,43.0259,-74.98433,2020-05-01 22:15 EDT,36,043,62.505,0.9599232061435085
Montgomery,New York,54,1,1,0,1.9%,33,0,42.90229179999999,-74.43960085,2020-05-01 22:15 EDT,36,057,49.426,1.0925423865981467
Cayuga,New York,52,4,1,0,1.9%,46,3,42.92145204,-76.54917489,2020-05-01 22:15 EDT,36,011,77.868,0.6677967843016387
Cattaraugus,New York,49,2,0,0,0.0%,0,0,42.2485958350001,-78.678812022,2020-05-01 22:15 EDT,36,009,77.686,0.630744278248333
Schoharie,New York,43,1,0,0,0.0%,0,0,42.58820746,-74.44213588,2020-05-01 22:15 EDT,36,095,31.364,1.3709985971177145
Seneca,New York,41,2,0,0,0.0%,0,0,42.790068356999996,-76.822922724,2020-05-01 22:15 EDT,36,099,34.612,1.1845602681151048
Allegany,New York,35,0,2,0,5.7%,28,0,42.25739788,-78.02755444,2020-05-01 22:15 EDT,36,003,47.025,0.7442849548112707
Chautauqua,New York,35,2,3,0,8.6%,26,2,42.22826274,-79.36643298,2020-05-01 22:15 EDT,36,013,129.656,0.2699450854569013
Cortland,New York,32,0,0,0,0.0%,31,0,42.59500111,-76.07023743,2020-05-01 22:15 EDT,36,023,48.123,0.6649626997485609
Essex,New York,28,0,0,0,0.0%,8,0,44.10755697,-73.79125847,2020-05-01 22:15 EDT,36,031,37.751,0.7417022065640646
Yates,New York,18,0,1,0,5.6%,2,0,42.633345773,-77.11807677899999,2020-05-01 22:15 EDT,36,123,25.009,0.7197408932784197
Franklin,New York,15,0,0,0,0.0%,4,0,44.592675381999996,-74.3034218499999,2020-05-01 22:15 EDT,36,033,50.692,0.29590467923932773
Lewis,New York,9,0,0,0,0.0%,5,0,43.78473386600009,-75.448706117,2020-05-01 22:15 EDT,36,049,26.719,0.33683895355365095
Schuyler,New York,8,0,0,0,0.0%,6,0,42.370638971999995,-76.9851275,2020-05-01 22:15 EDT,36,097,17.992,0.4446420631391729
Hamilton,New York,3,0,0,0,0.0%,0,0,43.66130373,-74.49733573,2020-05-01 22:15 EDT,36,041,4.575,0.6557377049180327
Bergen,New Jersey,15830,220,1187,51,7.5%,0,0,40.95949149,-74.074442,2020-05-01 22:15 EDT,34,003,929.999,17.021523679057722
Hudson,New Jersey,15148,232,819,21,5.4%,314,0,40.74034231,-74.07410970000002,2020-05-01 22:15 EDT,34,017,668.631,22.65524631672776
Essex,New Jersey,13994,312,1240,54,8.9%,60,0,40.78779259,-74.24760059,2020-05-01 22:15 EDT,34,013,793.555,17.634568492417035
Passaic,New Jersey,12814,365,599,26,4.7%,0,0,40.86034,-74.12374,2020-05-01 22:15 EDT,34,031,504.041,25.42253507155172
Union,New Jersey,12779,201,714,24,5.6%,151,0,40.69635,-74.26957,2020-05-01 22:15 EDT,34,039,553.066,23.105741448579373
Middlesex,New Jersey,11947,232,591,20,4.9%,0,0,40.57936,-74.50067,2020-05-01 22:15 EDT,34,023,826.698,14.451468371763328
Ocean,New Jersey,6505,130,420,23,6.5%,0,0,39.90927434,-74.2969653,2020-05-01 22:15 EDT,34,029,591.939,10.989308019914215
Monmouth,New Jersey,6132,99,355,14,5.8%,0,0,40.2600411,-74.22194634,2020-05-01 22:15 EDT,34,025,623.387,9.836586261824518
Morris,New Jersey,5354,67,430,17,8.0%,1,0,40.86201902,-74.5442741,2020-05-01 22:15 EDT,34,027,494.383,10.829660404989653
Mercer,New Jersey,4077,140,239,8,5.9%,12,0,40.28331911,-74.70157374,2020-05-01 22:15 EDT,34,021,368.762,11.05591140084933
Camden,New Jersey,3646,127,155,8,4.3%,0,0,39.94525,-75.11913,2020-05-01 22:15 EDT,34,007,507.367,7.1861197121610205
Somerset,New Jersey,3537,73,282,12,8.0%,0,0,40.49859,-74.52249,2020-05-01 22:15 EDT,34,035,330.176,10.712468501647606
Burlington,New Jersey,2769,79,144,14,5.2%,0,0,40.07687,-74.85775,2020-05-01 22:15 EDT,34,005,446.367,6.203415575076115
Gloucester,New Jersey,1282,31,48,2,3.7%,0,0,39.71720107,-75.14164366,2020-05-01 22:15 EDT,34,015,290.852,4.407740018978724
Atlantic,New Jersey,1012,48,45,4,4.4%,71,0,39.4806564,-74.67264306,2020-05-01 22:15 EDT,34,001,268.539,3.768540137559163
Sussex,New Jersey,936,15,110,7,11.8%,0,0,41.13934496,-74.69067762,2020-05-01 22:15 EDT,34,037,142.298,6.577745295084963
Warren,New Jersey,920,17,83,1,9.0%,76,0,40.85732358,-74.997063,2020-05-01 22:15 EDT,34,041,106.293,8.655320670222876
Cumberland,New Jersey,746,23,13,1,1.7%,0,0,39.37311491,-75.11061925,2020-05-01 22:15 EDT,34,011,153.400,4.863102998696219
Hunterdon,New Jersey,608,5,31,2,5.1%,0,0,40.56725317,-74.91217921,2020-05-01 22:15 EDT,34,019,125.051,4.862016297350681
Cape May,New Jersey,334,11,22,0,6.6%,45,0,38.93547,-74.92137,2020-05-01 22:15 EDT,34,009,93.705,3.564377567899258
Salem,New Jersey,237,6,11,1,4.6%,0,0,39.57661332,-75.35810746,2020-05-01 22:15 EDT,34,033,63.336,3.7419477074649485
Middlesex,Massachusetts,14607,399,885,40,6.1%,474,0,42.48559407,-71.3917913,2020-05-01 22:15 EDT,25,017,1595.192,9.156891458833796
Suffolk,Massachusetts,13295,405,550,26,4.1%,2812,0,42.33189157,-71.07537429,2020-05-01 22:15 EDT,25,025,791.766,16.79157730945759
Essex,Massachusetts,9028,355,460,12,5.1%,230,0,42.63251,-70.78113,2020-05-01 22:15 EDT,25,009,781.024,11.55918384070144
Norfolk,Massachusetts,6065,169,522,23,8.6%,218,0,42.11941,-71.33083,2020-05-01 22:15 EDT,25,021,698.249,8.686013155765352
Worcester,Massachusetts,5787,237,278,13,4.8%,8,0,42.26341,-71.80219,2020-05-01 22:15 EDT,25,027,822.280,7.037748698740089
Plymouth,Massachusetts,5259,176,301,16,5.7%,344,0,41.92808,-70.6568,2020-05-01 22:15 EDT,25,023,512.135,10.268776787370518
Hampden,Massachusetts,3900,123,381,8,9.8%,0,0,42.064613,-72.422,2020-05-01 22:15 EDT,25,013,469.116,8.313508812319341
Bristol,Massachusetts,3792,212,182,10,4.8%,0,0,41.79836956,-71.11428121,2020-05-01 22:15 EDT,25,005,558.905,6.784695073402457
Barnstable,Massachusetts,902,42,45,2,5.0%,0,0,41.70194,-70.30442,2020-05-01 22:15 EDT,25,001,213.690,4.221067902101175
Hampshire,Massachusetts,546,0,32,2,5.9%,0,0,42.3402715,-72.66940388,2020-05-01 22:15 EDT,25,015,161.159,3.387958475790989
Berkshire,Massachusetts,444,2,36,1,8.1%,0,0,42.51105,-73.19426,2020-05-01 22:15 EDT,25,003,127.328,3.4870570495099273
Franklin,Massachusetts,260,3,37,0,14.2%,0,0,42.58654867,-72.59777313,2020-05-01 22:15 EDT,25,011,70.935,3.665327412419821
Cook,Illinois,38668,2155,1673,66,4.3%,2,0,41.84014932,-87.81682325,2020-05-01 22:15 EDT,17,031,5223.719,7.402388987615911
Lake,Illinois,3766,257,140,2,3.7%,0,0,42.32327645,-88.00353452,2020-05-01 22:15 EDT,17,097,703.619,5.352328461852225
DuPage,Illinois,3256,175,174,11,5.3%,100,0,41.85194049,-88.08561127,2020-05-01 22:15 EDT,17,043,931.743,3.4945258510125643
Will,Illinois,2617,125,158,7,6.0%,0,0,41.44505655,-87.97865231,2020-05-01 22:15 EDT,17,197,688.697,3.7999294319562886
Kane,Illinois,1677,151,52,4,3.1%,0,0,41.93887565,-88.42863925,2020-05-01 22:15 EDT,17,089,530.839,3.159149949419692
McHenry,Illinois,666,45,37,3,5.6%,0,0,42.32621,-88.26731,2020-05-01 22:15 EDT,17,111,307.789,2.1638200195588535
St. Clair,Illinois,492,17,31,1,6.3%,0,0,38.46996471,-89.92749975,2020-05-01 22:15 EDT,17,163,263.463,1.8674348959815992
Winnebago,Illinois,485,43,11,0,2.3%,0,0,42.26568,-89.24139,2020-05-01 22:15 EDT,17,201,286.174,1.6947731100659038
Rock Island,Illinois,389,12,9,0,2.3%,0,0,41.51196,-90.57607,2020-05-01 22:15 EDT,17,161,145.275,2.677680261572879
Kankakee,Illinois,350,12,25,0,7.1%,59,0,41.13771418,-87.86181763,2020-05-01 22:15 EDT,17,091,111.061,3.151421291002242
Madison,Illinois,335,2,22,1,6.6%,72,0,38.83006224,-89.9017802,2020-05-01 22:15 EDT,17,119,265.670,1.2609628486468174
Kendall,Illinois,281,15,7,0,2.5%,76,0,41.59058793,-88.42880574,2020-05-01 22:15 EDT,17,093,124.626,2.2547462006322916
Sangamon,Illinois,195,17,10,1,5.1%,31,0,39.75815792,-89.65888740000004,2020-05-01 22:15 EDT,17,167,197.661,0.9865375567259096
Randolph,Illinois,164,8,1,0,0.6%,35,0,38.054123317000105,-89.823777353,2020-05-01 22:15 EDT,17,157,32.546,5.039021692373871
Champaign,Illinois,143,13,6,0,4.2%,62,0,40.1142,-88.2435,2020-05-01 22:15 EDT,17,019,209.448,0.6827470302891411
Ogle,Illinois,122,3,1,0,0.8%,0,0,42.04264493,-89.320671513,2020-05-01 22:15 EDT,17,141,51.328,2.376870324189526
Jackson,Illinois,120,13,9,2,7.5%,14,0,37.78549498,-89.38103883,2020-05-01 22:15 EDT,17,077,58.551,2.049495311779474
Boone,Illinois,113,15,9,0,8.0%,0,0,42.3230792850001,-88.82337269999991,2020-05-01 22:15 EDT,17,007,53.606,2.1079729880983473
Clinton,Illinois,110,4,4,1,3.6%,11,0,40.1536,-88.9645,2020-05-01 22:15 EDT,17,027,37.628,2.923354948442649
Macon,Illinois,109,3,12,0,11.0%,0,0,39.860005958,-88.961581688,2020-05-01 22:15 EDT,17,115,106.512,1.0233588703620249
DeKalb,Illinois,105,10,1,0,1.0%,31,0,41.89355666,-88.77029027,2020-05-01 22:15 EDT,17,037,104.200,1.0076775431861804
McLean,Illinois,97,2,3,0,3.1%,73,0,40.4908761,-88.84731521,2020-05-01 22:15 EDT,17,113,173.219,0.5599847591776883
Peoria,Illinois,93,7,3,0,3.2%,13,0,40.69236,-89.58799,2020-05-01 22:15 EDT,17,143,184.463,0.504166147140619
Whiteside,Illinois,87,3,6,1,6.9%,10,0,41.75533495,-89.91231676,2020-05-01 22:15 EDT,17,195,56.396,1.5426626001844101
Jefferson,Illinois,85,2,12,0,14.1%,0,0,38.300505205,-88.92399427,2020-05-01 22:15 EDT,17,081,38.169,2.2269380911210668
Monroe,Illinois,71,1,10,0,14.1%,0,0,38.27850832,-90.17455562,2020-05-01 22:15 EDT,17,133,33.936,2.092173503064592
Warren,Illinois,70,8,0,0,0.0%,0,0,40.84883665800004,-90.61501603899995,2020-05-01 22:15 EDT,17,187,17.338,4.03737455300496
LaSalle,Illinois,54,1,1,0,1.9%,8,0,41.34400744,-88.88594642,2020-05-01 22:15 EDT,17,099,110.401,0.48912600429343933
Henry,Illinois,49,4,0,0,0.0%,0,0,41.353097102,-90.13137241,2020-05-01 22:15 EDT,17,073,49.464,0.9906194404010998
Knox,Illinois,47,1,0,0,0.0%,0,0,40.931789321,-90.21320076399999,2020-05-01 22:15 EDT,17,095,50.999,0.9215866977783879
Stephenson,Illinois,45,10,0,0,0.0%,5,0,42.35183834,-89.66225046,2020-05-01 22:15 EDT,17,177,45.433,0.9904694825347214
Jasper,Illinois,44,0,5,0,11.4%,0,0,39.0100025250001,-88.15380616200001,2020-05-01 22:15 EDT,17,079,9.598,4.584288393415295
Tazewell,Illinois,41,0,3,0,7.3%,0,0,40.507503246999995,-89.513517454,2020-05-01 22:15 EDT,17,179,133.852,0.3063084600902489
Adams,Illinois,40,0,1,1,2.5%,5,0,39.98779601,-91.18448433,2020-05-01 22:15 EDT,17,001,66.427,0.6021647823927019
Grundy,Illinois,37,2,0,0,0.0%,0,0,41.28509707,-88.41849383,2020-05-01 22:15 EDT,17,063,50.509,0.7325427151596746
Marion,Illinois,34,1,0,0,0.0%,0,0,38.64958383200009,-88.9189293159999,2020-05-01 22:15 EDT,17,121,38.084,0.8927633651927318
Cass,Illinois,34,1,0,0,0.0%,0,0,39.974042097000044,-90.24734567399996,2020-05-01 22:15 EDT,17,017,12.665,2.684563758389262
Williamson,Illinois,32,1,0,0,0.0%,6,0,37.73016812,-88.92990905,2020-05-01 22:15 EDT,17,199,67.299,0.47548997756281675
Iroquois,Illinois,31,4,0,0,0.0%,0,0,40.747229334000004,-87.824303344,2020-05-01 22:15 EDT,17,075,28.169,1.1005005502502752
Macoupin,Illinois,31,1,0,0,0.0%,11,0,39.26100111,-89.924402145,2020-05-01 22:15 EDT,17,117,45.719,0.6780550755703318
Christian,Illinois,29,0,4,0,13.8%,0,0,39.54577609,-89.27725101,2020-05-01 22:15 EDT,17,021,33.231,0.8726791249134843
Montgomery,Illinois,26,0,1,0,3.8%,0,0,39.23103717300009,-89.478822903,2020-05-01 22:15 EDT,17,135,29.009,0.8962735702712951
Morgan,Illinois,24,2,1,0,4.2%,0,0,39.715562618,-90.20152880799999,2020-05-01 22:15 EDT,17,137,34.426,0.697147504792889
Perry,Illinois,24,3,0,0,0.0%,0,0,38.08373454600007,-89.36704277599995,2020-05-01 22:15 EDT,17,145,21.384,1.122334455667789
Lee,Illinois,23,0,0,0,0.0%,3,0,41.74620410900009,-89.30033537899997,2020-05-01 22:15 EDT,17,103,34.527,0.6661453355345092
Coles,Illinois,22,0,1,0,4.5%,0,0,39.52028617,-88.22175501,2020-05-01 22:15 EDT,17,029,51.736,0.42523581258698
Livingston,Illinois,20,0,1,0,5.0%,0,0,40.891555,-88.55772305,2020-05-01 22:15 EDT,17,105,36.324,0.5506001541680432
Pulaski,Illinois,20,2,0,0,0.0%,0,0,37.13833,-89.13879,2020-05-01 22:15 EDT,17,153,5.611,3.5644270183567985
Union,Illinois,19,2,0,0,0.0%,0,0,37.471730095000055,-89.25250896299997,2020-05-01 22:15 EDT,17,181,17.127,1.1093594908623812
McDonough,Illinois,18,0,0,0,0.0%,0,0,40.456237833000046,-90.67784734499998,2020-05-01 22:15 EDT,17,109,30.875,0.582995951417004
Vermilion,Illinois,17,0,1,0,5.9%,0,0,40.183406303000005,-87.732809099,2020-05-01 22:15 EDT,17,183,78.407,0.2168173759995919
Douglas,Illinois,16,2,0,0,0.0%,0,0,39.769450088,-88.217325396,2020-05-01 22:15 EDT,17,041,19.714,0.8116059653038449
Fayette,Illinois,16,0,2,0,12.5%,0,0,39.000167096999995,-89.0241058839999,2020-05-01 22:15 EDT,17,051,21.724,0.7365126127784938
Woodford,Illinois,14,1,1,0,7.1%,0,0,40.84437,-89.02781,2020-05-01 22:15 EDT,17,203,38.817,0.36066671819048357
Jo Daviess,Illinois,13,0,0,0,0.0%,0,0,42.36604806,-90.20521679,2020-05-01 22:15 EDT,17,085,21.834,0.5954016671246679
Jersey,Illinois,12,0,1,0,8.3%,5,0,39.086770582,-90.3566413809999,2020-05-01 22:15 EDT,17,083,22.069,0.5437491503919525
Mason,Illinois,12,0,0,0,0.0%,0,0,40.2402083960001,-89.91585774299999,2020-05-01 22:15 EDT,17,125,13.778,0.8709536942952534
Bureau,Illinois,10,0,0,0,0.0%,0,0,41.404149902,-89.528661599,2020-05-01 22:15 EDT,17,011,33.381,0.29957161259399057
Crawford,Illinois,10,0,0,0,0.0%,0,0,39.0027131850001,-87.75955070299999,2020-05-01 22:15 EDT,17,033,19.088,0.5238893545683151
Washington,Illinois,10,0,0,0,0.0%,2,0,38.35225393,-89.41049152,2020-05-01 22:15 EDT,17,189,14.155,0.7064641469445426
Shelby,Illinois,10,0,1,0,10.0%,0,0,39.3911615150001,-88.80548709999991,2020-05-01 22:15 EDT,17,173,21.832,0.45804323928178825
Carroll,Illinois,9,0,2,0,22.2%,0,0,42.070473952,-89.9281067509999,2020-05-01 22:15 EDT,17,015,14.562,0.6180469715698392
Ford,Illinois,9,0,1,0,11.1%,0,0,40.5971646460001,-88.2232756609999,2020-05-01 22:15 EDT,17,053,13.398,0.6717420510523959
Menard,Illinois,9,1,0,0,0.0%,0,0,40.027393864000004,-89.8021560939999,2020-05-01 22:15 EDT,17,129,12.367,0.7277431875151613
Franklin,Illinois,8,0,0,0,0.0%,0,0,37.992252638000004,-88.924210117,2020-05-01 22:15 EDT,17,055,39.127,0.20446239169882693
Mercer,Illinois,8,0,0,0,0.0%,0,0,41.2054074390001,-90.73868385600001,2020-05-01 22:15 EDT,17,131,15.693,0.5097814312113681
Logan,Illinois,7,0,0,0,0.0%,2,0,40.124526836,-89.36752216699993,2020-05-01 22:15 EDT,17,107,29.207,0.23966857260245833
Piatt,Illinois,7,0,0,0,0.0%,2,0,40.0103098220001,-88.591068206,2020-05-01 22:15 EDT,17,147,16.427,0.4261277165641931
Bond,Illinois,6,0,1,0,16.7%,2,0,38.886824749,-89.435512955,2020-05-01 22:15 EDT,17,005,16.712,0.35902345619913834
Hancock,Illinois,6,0,0,0,0.0%,0,0,40.4021787410001,-91.15974934199993,2020-05-01 22:15 EDT,17,067,18.112,0.3312720848056537
Clark,Illinois,5,0,0,0,0.0%,0,0,39.333570578,-87.787677393,2020-05-01 22:15 EDT,17,023,15.836,0.3157362970447083
Moultrie,Illinois,5,0,0,0,0.0%,0,0,39.641490903000005,-88.619282343,2020-05-01 22:15 EDT,17,139,14.703,0.3400666530640006
Effingham,Illinois,5,0,1,0,20.0%,0,0,39.0597614260001,-88.589844192,2020-05-01 22:15 EDT,17,049,34.174,0.14631006027974483
Henderson,Illinois,5,1,0,0,0.0%,0,0,40.81745032300007,-90.92148018199998,2020-05-01 22:15 EDT,17,071,6.884,0.7263219058686811
Marshall,Illinois,4,0,0,0,0.0%,0,0,41.033146135,-89.3447671009999,2020-05-01 22:15 EDT,17,123,11.794,0.33915550279803286
Massac,Illinois,4,0,0,0,0.0%,2,0,37.219332643,-88.7075864219999,2020-05-01 22:15 EDT,17,127,14.430,0.2772002772002772
Johnson,Illinois,4,0,0,0,0.0%,0,0,37.45958835500005,-88.88080163399998,2020-05-01 22:15 EDT,17,087,12.602,0.3174099349309633
Cumberland,Illinois,3,0,0,0,0.0%,0,0,39.27332831,-88.24016822,2020-05-01 22:15 EDT,17,035,10.865,0.2761159687068569
Saline,Illinois,3,0,0,0,0.0%,1,0,37.7531395600001,-88.540753411,2020-05-01 22:15 EDT,17,165,24.231,0.12380834468243161
De Witt,Illinois,3,0,0,0,0.0%,1,0,40.1856000000001,-88.78604,2020-05-01 22:15 EDT,17,039,16.042,0.18700910110958732
Lawrence,Illinois,3,0,0,0,0.0%,0,0,38.719916493,-87.726769979,2020-05-01 22:15 EDT,17,101,16.189,0.18531101365124467
Richland,Illinois,3,0,0,0,0.0%,0,0,38.712331152,-88.085118489,2020-05-01 22:15 EDT,17,159,15.881,0.1889049807946603
Fulton,Illinois,3,0,0,0,0.0%,0,0,40.47275446000003,-90.20751673399995,2020-05-01 22:15 EDT,17,057,35.418,0.08470269354565475
Greene,Illinois,3,0,0,0,0.0%,0,0,39.35610505600005,-90.39045797499996,2020-05-01 22:15 EDT,17,061,13.218,0.22696323195642307
Alexander,Illinois,3,0,0,0,0.0%,0,0,37.19640674400007,-89.33723930499997,2020-05-01 22:15 EDT,17,003,6.532,0.45927740355174523
Gallatin,Illinois,2,0,0,0,0.0%,0,0,37.7629541680001,-88.23091585200001,2020-05-01 22:15 EDT,17,059,5.157,0.38782237735117314
Clay,Illinois,2,0,0,0,0.0%,0,0,38.75413226300003,-88.49016093599995,2020-05-01 22:15 EDT,17,025,13.338,0.149947518368571
Wayne,Illinois,2,0,0,0,0.0%,0,0,38.42954084900003,-88.42556264199999,2020-05-01 22:15 EDT,17,191,16.487,0.12130769697337294
Hamilton,Illinois,2,0,0,0,0.0%,0,0,38.08155417800003,-88.53906949999998,2020-05-01 22:15 EDT,17,065,8.221,0.24327940639824838
White,Illinois,2,0,0,0,0.0%,0,0,38.08746945400003,-88.17955970299994,2020-05-01 22:15 EDT,17,193,14.025,0.14260249554367202
Pike,Illinois,1,0,0,0,0.0%,0,0,39.623384978000004,-90.88186593100001,2020-05-01 22:15 EDT,17,149,15.754,0.06347594261774787
Calhoun,Illinois,1,0,0,0,0.0%,1,0,39.1725795180001,-90.6642685459999,2020-05-01 22:15 EDT,17,013,4.858,0.20584602717167558
Wabash,Illinois,1,0,0,0,0.0%,0,0,38.445986033000004,-87.844341465,2020-05-01 22:15 EDT,17,185,11.573,0.08640801866413203
Stark,Illinois,1,0,0,0,0.0%,0,0,41.093370104,-89.79742375,2020-05-01 22:15 EDT,17,175,5.500,0.18181818181818182
Schuyler,Illinois,1,0,0,0,0.0%,0,0,40.158103032,-90.61534194,2020-05-01 22:15 EDT,17,169,7.064,0.14156285390713477
Hardin,Illinois,1,0,0,0,0.0%,0,0,37.51885136100003,-88.26889118899997,2020-05-01 22:15 EDT,17,069,4.009,0.24943876278373664
Brown,Illinois,1,1,0,0,0.0%,0,0,39.96178957400008,-90.75034308899995,2020-05-01 22:15 EDT,17,009,6.675,0.149812734082397
Los Angeles,California,24262,1029,1174,55,4.8%,232,0,34.053490000000004,-118.24532,2020-05-01 22:15 EDT,06,037,10098.052,2.4026416184032326
Riverside,California,4079,48,156,7,3.8%,700,0,33.98171,-117.37404,2020-05-01 22:15 EDT,06,065,2383.286,1.7115025221479923
San Diego,California,3564,0,124,0,3.5%,1138,0,32.71568,-117.16171,2020-05-01 22:15 EDT,06,073,3302.833,1.0790736316368401
