County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Will,Illinois,3150,84,178,9,5.7%,0,0,41.44505655,-87.97865231,2020-05-05 22:51 EDT,17,197,688.697,4.573854685006614
Kane,Illinois,2206,91,65,8,2.9%,0,0,41.93887565,-88.42863925,2020-05-05 22:51 EDT,17,089,530.839,4.1556856221943
McHenry,Illinois,802,12,40,2,5.0%,0,0,42.326209999999996,-88.26731,2020-05-05 22:51 EDT,17,111,307.789,2.605681164693995
Winnebago,Illinois,649,11,19,1,2.9%,0,0,42.265679999999996,-89.24139,2020-05-05 22:51 EDT,17,201,286.174,2.267851027696436
St. Clair,Illinois,579,28,41,7,7.1%,0,0,38.46996471,-89.92749975,2020-05-05 22:51 EDT,17,163,263.463,2.1976520422222476
Rock Island,Illinois,454,2,12,3,2.6%,0,0,41.511959999999995,-90.57607,2020-05-05 22:51 EDT,17,161,145.275,3.125107554637756
Kankakee,Illinois,393,10,27,2,6.9%,59,0,41.13771418,-87.86181763,2020-05-05 22:51 EDT,17,091,111.061,3.5385959067539456
Madison,Illinois,369,4,27,1,7.3%,72,0,38.83006224,-89.9017802,2020-05-05 22:51 EDT,17,119,265.670,1.3889411676139571
Kendall,Illinois,334,8,9,3,2.7%,76,0,41.59058793,-88.42880574,2020-05-05 22:51 EDT,17,093,124.626,2.680018615698169
Sangamon,Illinois,216,4,14,3,6.5%,31,0,39.75815792,-89.65888740000004,2020-05-05 22:51 EDT,17,167,197.661,1.0927800628348538
Champaign,Illinois,212,30,6,0,2.8%,62,0,40.1142,-88.2435,2020-05-05 22:51 EDT,17,019,209.448,1.0121844085405447
Randolph,Illinois,183,1,2,1,1.1%,35,0,38.054123317000105,-89.823777353,2020-05-05 22:51 EDT,17,157,32.546,5.6228107908805995
Jackson,Illinois,146,6,9,0,6.2%,14,0,37.78549498,-89.38103883,2020-05-05 22:51 EDT,17,077,58.551,2.4935526293316936
Boone,Illinois,146,2,10,0,6.8%,0,0,42.3230792850001,-88.82337269999991,2020-05-05 22:51 EDT,17,007,53.606,2.7235757191359173
Ogle,Illinois,133,1,1,0,0.8%,0,0,42.04264493,-89.320671513,2020-05-05 22:51 EDT,17,141,51.328,2.5911783042394014
DeKalb,Illinois,132,2,1,0,0.8%,31,0,41.89355666,-88.77029027,2020-05-05 22:51 EDT,17,037,104.200,1.2667946257197695
Macon,Illinois,126,2,13,0,10.3%,0,0,39.860005958,-88.961581688,2020-05-05 22:51 EDT,17,115,106.512,1.1829652996845426
Clinton,Illinois,115,1,7,2,6.1%,11,0,40.1536,-88.9645,2020-05-05 22:51 EDT,17,027,37.628,3.056234718826406
Peoria,Illinois,113,6,3,0,2.7%,13,0,40.69236,-89.58799,2020-05-05 22:51 EDT,17,143,184.463,0.6125889744826876
McLean,Illinois,103,0,3,0,2.9%,73,0,40.4908761,-88.84731521,2020-05-05 22:51 EDT,17,113,173.219,0.5946229917041432
Whiteside,Illinois,94,2,6,0,6.4%,10,0,41.75533495,-89.91231676,2020-05-05 22:51 EDT,17,195,56.396,1.6667848783601673
Jefferson,Illinois,86,0,15,0,17.4%,0,0,38.300505205,-88.92399427,2020-05-05 22:51 EDT,17,081,38.169,2.2531373627813145
Warren,Illinois,85,0,0,0,0.0%,0,0,40.84883665800004,-90.61501603899995,2020-05-05 22:51 EDT,17,187,17.338,4.902526242934594
Monroe,Illinois,74,1,11,0,14.9%,0,0,38.27850832,-90.17455562,2020-05-05 22:51 EDT,17,133,33.936,2.1805752003771808
Stephenson,Illinois,70,0,0,0,0.0%,5,0,42.35183834,-89.66225046,2020-05-05 22:51 EDT,17,177,45.433,1.5407303061651223
LaSalle,Illinois,69,0,1,0,1.4%,8,0,41.34400744,-88.88594642,2020-05-05 22:51 EDT,17,099,110.401,0.6249943388193947
Knox,Illinois,56,0,0,0,0.0%,0,0,40.931789321,-90.21320076399999,2020-05-05 22:51 EDT,17,095,50.999,1.098060746289143
Henry,Illinois,53,0,0,0,0.0%,0,0,41.353097102,-90.13137241,2020-05-05 22:51 EDT,17,073,49.464,1.071486333495067
Tazewell,Illinois,48,3,3,0,6.2%,0,0,40.507503246999995,-89.513517454,2020-05-05 22:51 EDT,17,179,133.852,0.35860502644712067
Jasper,Illinois,48,0,5,0,10.4%,0,0,39.0100025250001,-88.15380616200001,2020-05-05 22:51 EDT,17,079,9.598,5.001041883725777
Grundy,Illinois,47,1,0,0,0.0%,0,0,41.28509707,-88.41849383,2020-05-05 22:51 EDT,17,063,50.509,0.9305272327703975
Iroquois,Illinois,47,5,1,0,2.1%,0,0,40.747229334000004,-87.824303344,2020-05-05 22:51 EDT,17,075,28.169,1.668500834250417
Cass,Illinois,42,2,0,0,0.0%,0,0,39.974042097000044,-90.24734567399996,2020-05-05 22:51 EDT,17,017,12.665,3.3162258191867355
Lee,Illinois,41,16,0,0,0.0%,3,0,41.74620410900009,-89.30033537899997,2020-05-05 22:51 EDT,17,103,34.527,1.1874764676919511
Adams,Illinois,40,0,1,0,2.5%,5,0,39.98779601,-91.18448433,2020-05-05 22:51 EDT,17,001,66.427,0.6021647823927019
Williamson,Illinois,37,2,0,0,0.0%,6,0,37.73016812,-88.92990905,2020-05-05 22:51 EDT,17,199,67.299,0.5497852865570069
McDonough,Illinois,37,1,2,1,5.4%,0,0,40.456237833000046,-90.67784734499998,2020-05-05 22:51 EDT,17,109,30.875,1.1983805668016194
Marion,Illinois,36,1,0,0,0.0%,0,0,38.64958383200009,-88.9189293159999,2020-05-05 22:51 EDT,17,121,38.084,0.9452788572628925
Macoupin,Illinois,36,2,1,1,2.8%,11,0,39.26100111,-89.924402145,2020-05-05 22:51 EDT,17,117,45.719,0.7874187974365144
Perry,Illinois,32,0,0,0,0.0%,0,0,38.08373454600007,-89.36704277599995,2020-05-05 22:51 EDT,17,145,21.384,1.4964459408903854
Union,Illinois,32,2,1,1,3.1%,0,0,37.471730095000055,-89.25250896299997,2020-05-05 22:51 EDT,17,181,17.127,1.8683949319787472
Montgomery,Illinois,30,1,1,0,3.3%,0,0,39.23103717300009,-89.478822903,2020-05-05 22:51 EDT,17,135,29.009,1.0341618118514944
Christian,Illinois,28,0,4,0,14.3%,0,0,39.54577609,-89.27725101,2020-05-05 22:51 EDT,17,021,33.231,0.842586741295778
Morgan,Illinois,26,2,1,0,3.8%,0,0,39.715562618,-90.20152880799999,2020-05-05 22:51 EDT,17,137,34.426,0.7552431301922965
Livingston,Illinois,23,0,1,0,4.3%,0,0,40.891555,-88.55772305,2020-05-05 22:51 EDT,17,105,36.324,0.6331901772932497
Vermilion,Illinois,23,2,1,0,4.3%,0,0,40.183406303000005,-87.732809099,2020-05-05 22:51 EDT,17,183,78.407,0.2933411557641537
Coles,Illinois,22,0,1,0,4.5%,0,0,39.52028617,-88.22175501,2020-05-05 22:51 EDT,17,029,51.736,0.42523581258698
Douglas,Illinois,20,0,0,0,0.0%,0,0,39.769450088,-88.217325396,2020-05-05 22:51 EDT,17,041,19.714,1.014507456629806
Pulaski,Illinois,20,0,0,0,0.0%,0,0,37.138329999999996,-89.13879,2020-05-05 22:51 EDT,17,153,5.611,3.5644270183567985
Fayette,Illinois,16,0,2,0,12.5%,0,0,39.000167096999995,-89.0241058839999,2020-05-05 22:51 EDT,17,051,21.724,0.7365126127784938
Menard,Illinois,15,1,0,0,0.0%,0,0,40.027393864000004,-89.8021560939999,2020-05-05 22:51 EDT,17,129,12.367,1.2129053125252687
Jo Daviess,Illinois,14,0,0,0,0.0%,0,0,42.36604806,-90.20521679,2020-05-05 22:51 EDT,17,085,21.834,0.6412017953650271
Washington,Illinois,14,1,0,0,0.0%,2,0,38.35225393,-89.41049152,2020-05-05 22:51 EDT,17,189,14.155,0.9890498057223597
Jersey,Illinois,14,0,1,0,7.1%,5,0,39.086770582,-90.3566413809999,2020-05-05 22:51 EDT,17,083,22.069,0.6343740087906112
Mason,Illinois,14,0,0,0,0.0%,0,0,40.2402083960001,-89.91585774299999,2020-05-05 22:51 EDT,17,125,13.778,1.0161126433444623
Woodford,Illinois,13,0,1,0,7.7%,0,0,40.84437,-89.02781,2020-05-05 22:51 EDT,17,203,38.817,0.33490480974830616
Bureau,Illinois,12,0,1,1,8.3%,0,0,41.404149902,-89.528661599,2020-05-05 22:51 EDT,17,011,33.381,0.3594859351127887
Ford,Illinois,11,2,1,0,9.1%,0,0,40.5971646460001,-88.2232756609999,2020-05-05 22:51 EDT,17,053,13.398,0.8210180623973727
Carroll,Illinois,10,0,2,0,20.0%,0,0,42.070473952,-89.9281067509999,2020-05-05 22:51 EDT,17,015,14.562,0.6867188572998214
Franklin,Illinois,10,1,0,0,0.0%,0,0,37.992252638000004,-88.924210117,2020-05-05 22:51 EDT,17,055,39.127,0.2555779896235337
Mercer,Illinois,10,0,0,0,0.0%,0,0,41.2054074390001,-90.73868385600001,2020-05-05 22:51 EDT,17,131,15.693,0.6372267890142101
Shelby,Illinois,10,0,1,0,10.0%,0,0,39.3911615150001,-88.80548709999991,2020-05-05 22:51 EDT,17,173,21.832,0.45804323928178825
Hancock,Illinois,9,0,0,0,0.0%,0,0,40.4021787410001,-91.15974934199993,2020-05-05 22:51 EDT,17,067,18.112,0.4969081272084805
Crawford,Illinois,8,0,0,0,0.0%,0,0,39.0027131850001,-87.75955070299999,2020-05-05 22:51 EDT,17,033,19.088,0.4191114836546521
Bond,Illinois,7,1,1,0,14.3%,2,0,38.886824749,-89.435512955,2020-05-05 22:51 EDT,17,005,16.712,0.41886069889899474
Logan,Illinois,7,0,0,0,0.0%,2,0,40.124526836,-89.36752216699993,2020-05-05 22:51 EDT,17,107,29.207,0.23966857260245833
Piatt,Illinois,7,0,0,0,0.0%,2,0,40.0103098220001,-88.591068206,2020-05-05 22:51 EDT,17,147,16.427,0.4261277165641931
Moultrie,Illinois,6,1,0,0,0.0%,0,0,39.641490903000005,-88.619282343,2020-05-05 22:51 EDT,17,139,14.703,0.40807998367680065
Clark,Illinois,5,0,0,0,0.0%,0,0,39.333570578,-87.787677393,2020-05-05 22:51 EDT,17,023,15.836,0.3157362970447083
Effingham,Illinois,5,0,1,0,20.0%,0,0,39.0597614260001,-88.589844192,2020-05-05 22:51 EDT,17,049,34.174,0.14631006027974483
Cumberland,Illinois,4,0,0,0,0.0%,0,0,39.27332831,-88.24016822,2020-05-05 22:51 EDT,17,035,10.865,0.3681546249424758
Marshall,Illinois,4,0,0,0,0.0%,0,0,41.033146135,-89.3447671009999,2020-05-05 22:51 EDT,17,123,11.794,0.33915550279803286
Massac,Illinois,4,0,0,0,0.0%,2,0,37.219332643,-88.7075864219999,2020-05-05 22:51 EDT,17,127,14.430,0.2772002772002772
Saline,Illinois,4,0,0,0,0.0%,1,0,37.7531395600001,-88.540753411,2020-05-05 22:51 EDT,17,165,24.231,0.16507779290990882
Johnson,Illinois,4,0,0,0,0.0%,0,0,37.45958835500005,-88.88080163399998,2020-05-05 22:51 EDT,17,087,12.602,0.3174099349309633
Alexander,Illinois,4,0,0,0,0.0%,0,0,37.19640674400007,-89.33723930499997,2020-05-05 22:51 EDT,17,003,6.532,0.612369871402327
Henderson,Illinois,4,0,0,0,0.0%,0,0,40.81745032300007,-90.92148018199998,2020-05-05 22:51 EDT,17,071,6.884,0.5810575246949449
De Witt,Illinois,3,0,0,0,0.0%,1,0,40.1856000000001,-88.78604,2020-05-05 22:51 EDT,17,039,16.042,0.18700910110958732
Lawrence,Illinois,3,0,0,0,0.0%,0,0,38.719916493,-87.726769979,2020-05-05 22:51 EDT,17,101,16.189,0.18531101365124467
Richland,Illinois,3,0,0,0,0.0%,0,0,38.712331152,-88.085118489,2020-05-05 22:51 EDT,17,159,15.881,0.1889049807946603
Fulton,Illinois,3,0,0,0,0.0%,0,0,40.47275446000003,-90.20751673399995,2020-05-05 22:51 EDT,17,057,35.418,0.08470269354565475
Greene,Illinois,3,0,0,0,0.0%,0,0,39.35610505600005,-90.39045797499996,2020-05-05 22:51 EDT,17,061,13.218,0.22696323195642307
Gallatin,Illinois,2,0,0,0,0.0%,0,0,37.7629541680001,-88.23091585200001,2020-05-05 22:51 EDT,17,059,5.157,0.38782237735117314
Schuyler,Illinois,2,1,0,0,0.0%,0,0,40.158103032,-90.61534194,2020-05-05 22:51 EDT,17,169,7.064,0.28312570781426954
Clay,Illinois,2,0,0,0,0.0%,0,0,38.75413226300003,-88.49016093599995,2020-05-05 22:51 EDT,17,025,13.338,0.149947518368571
Wayne,Illinois,2,0,0,0,0.0%,0,0,38.42954084900003,-88.42556264199999,2020-05-05 22:51 EDT,17,191,16.487,0.12130769697337294
Hamilton,Illinois,2,0,0,0,0.0%,0,0,38.08155417800003,-88.53906949999998,2020-05-05 22:51 EDT,17,065,8.221,0.24327940639824838
White,Illinois,2,0,0,0,0.0%,0,0,38.08746945400003,-88.17955970299994,2020-05-05 22:51 EDT,17,193,14.025,0.14260249554367202
Brown,Illinois,2,0,0,0,0.0%,0,0,39.96178957400008,-90.75034308899995,2020-05-05 22:51 EDT,17,009,6.675,0.299625468164794
Pike,Illinois,1,0,0,0,0.0%,0,0,39.623384978000004,-90.88186593100001,2020-05-05 22:51 EDT,17,149,15.754,0.06347594261774787
Calhoun,Illinois,1,0,0,0,0.0%,1,0,39.1725795180001,-90.6642685459999,2020-05-05 22:51 EDT,17,013,4.858,0.20584602717167558
Wabash,Illinois,1,0,0,0,0.0%,0,0,38.445986033000004,-87.844341465,2020-05-05 22:51 EDT,17,185,11.573,0.08640801866413203
Stark,Illinois,1,0,0,0,0.0%,0,0,41.093370104,-89.79742375,2020-05-05 22:51 EDT,17,175,5.500,0.18181818181818182
Hardin,Illinois,1,0,0,0,0.0%,0,0,37.51885136100003,-88.26889118899997,2020-05-05 22:51 EDT,17,069,4.009,0.24943876278373664
Los Angeles,California,27836,1598,1314,54,4.7%,232,0,34.053490000000004,-118.24531999999999,2020-05-05 22:51 EDT,06,037,10098.052,2.756571267408803
Riverside,California,4454,100,184,3,4.1%,700,0,33.98171,-117.37404,2020-05-05 22:51 EDT,06,065,2383.286,1.8688483043998916
