State Name,Confirmed,New,Death,New Death,Fatality Rate,Emergency,Test Positive,Test Negative,Test Pending,Total Test,Test Last Update,State FIPS,Latitude,Longitude,Last Update
New York,181825,8853,8650,805,4.8%,State of Emergency,180458,260522,,440980,4/11 00:00,36,42.165726,-74.948051,2020-04-11 22:58 EDT
New Jersey,58151,3563,2183,251,3.8%,State of Emergency,58151,62042,,120193,4/11 13:00,34,40.298904,-74.521011,2020-04-11 22:58 EDT
Michigan,23993,1212,1392,112,5.8%,State of Emergency,23993,52021,,76014,4/11 11:00,26,43.326617999999996,-84.53609499999999,2020-04-11 22:58 EDT
Massachusetts,22860,1886,686,87,3%,State of Emergency,22860,85916,,108776,4/11 12:30,25,42.230171,-71.530106,2020-04-11 22:58 EDT
California,22417,1010,634,35,2.8%,State of Emergency,19472,152604,13200,185276,4/09 00:00,06,36.116203000000006,-119.681564,2020-04-11 22:58 EDT
Pennsylvania,21942,1535,530,80,2.4%,State of Emergency,21655,98498,,120153,4/11 12:00,42,40.590752,-77.209755,2020-04-11 22:58 EDT
Louisiana,20014,761,806,51,4%,State of Emergency,20014,76901,,96915,4/11 13:00,22,31.169546,-91.867805,2020-04-11 22:58 EDT
Illinois,19180,1293,677,82,3.5%,State of Emergency,19810,72969,,92779,4/11 00:00,17,40.349457,-88.986137,2020-04-11 22:58 EDT
Florida,18986,1019,446,27,2.3%,State of Emergency,18494,154439,1418,174351,4/11 11:30,12,27.766278999999997,-81.68678299999999,2020-04-11 22:58 EDT
Texas,13352,959,273,23,2%,State of Emergency,12561,107972,,120533,4/11 12:40,48,31.054486999999998,-97.563461,2020-04-11 22:58 EDT
Georgia,12261,409,433,11,3.5%,State of Emergency,12159,39556,,51715,4/11 11:28,13,33.040619,-83.643074,2020-04-11 22:58 EDT
Connecticut,11510,972,494,46,4.3%,State of Emergency,11510,28321,,39831,4/11 15:30,09,41.597782,-72.755371,2020-04-11 22:58 EDT
Washington,10416,239,496,12,4.8%,State of Emergency,9887,83391,,93278,4/10 02:59,53,47.400902,-121.490494,2020-04-11 22:58 EDT
Maryland,7694,726,206,35,2.7%,State of Emergency,7694,39544,,47238,4/11 10:00,24,39.063946,-76.80210100000001,2020-04-11 22:58 EDT
Indiana,7435,528,330,31,4.4%,State of Emergency,7435,31780,,39215,4/10 23:59,18,39.849426,-86.258278,2020-04-11 22:58 EDT
Colorado,6893,382,274,24,4%,State of Emergency,6510,26143,,32653,4/10 18:00,08,39.059810999999996,-105.311104,2020-04-11 22:58 EDT
Ohio,6250,373,247,16,4%,State of Emergency,6250,54221,,60471,4/11 14:00,39,40.388783000000004,-82.764915,2020-04-11 22:58 EDT
Tennessee,5132,241,106,8,2.1%,State of Emergency,5114,61714,,66828,4/11 15:00,47,35.747845,-86.69234499999999,2020-04-11 22:58 EDT
