County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Cortland,New York,10,2,0,0,0.0%,42.59500111,-76.07023743,2020-03-29 21:44 EDT,36,023,48.123,0.2078008436714253
Genesee,New York,9,2,0,0,0.0%,43.00094016,-78.1936949,2020-03-29 21:44 EDT,36,037,58.112,0.15487334801762115
Washington,New York,9,0,0,0,0.0%,43.31227113,-73.43096234,2020-03-29 21:44 EDT,36,115,61.828,0.14556511612861486
Delaware,New York,8,0,0,0,0.0%,42.19804334,-74.96635196,2020-03-29 21:44 EDT,36,025,45.502,0.17581644762867568
Wyoming,New York,8,1,1,1,12.5%,42.70242659,-78.22443261,2020-03-29 21:44 EDT,36,121,40.565,0.19721434734376928
Tioga,New York,7,1,0,0,0.0%,42.06057,-76.34519,2020-03-29 21:44 EDT,36,107,49.045,0.14272606789682943
Greene,New York,7,0,0,0,0.0%,42.27654571,-74.12261588,2020-03-29 21:44 EDT,36,039,47.617,0.1470063212718147
Jefferson,New York,7,1,0,0,0.0%,44.04103424,-75.91225529,2020-03-29 21:44 EDT,36,045,114.448,0.061163148329372294
Chautauqua,New York,7,0,0,0,0.0%,42.22826274,-79.36643298,2020-03-29 21:44 EDT,36,013,129.656,0.053989017091380265
Montgomery,New York,6,0,0,0,0.0%,42.90229179999999,-74.43960085,2020-03-29 21:44 EDT,36,057,49.426,0.12139359851090518
Allegany,New York,6,4,0,0,0.0%,42.25739788,-78.02755444,2020-03-29 21:44 EDT,36,003,47.025,0.12759170653907495
Franklin,New York,6,1,0,0,0.0%,44.59267538200004,-74.30342184999995,2020-03-29 21:44 EDT,36,033,50.692,0.11836187169573108
Essex,New York,5,0,0,0,0.0%,44.10755697,-73.79125847,2020-03-29 21:44 EDT,36,031,37.751,0.13244682260072582
Schoharie,New York,5,0,0,0,0.0%,42.58820746,-74.44213588,2020-03-29 21:44 EDT,36,095,31.364,0.15941844152531565
Cattaraugus,New York,4,3,0,0,0.0%,42.24859583500006,-78.67881202199999,2020-03-29 21:44 EDT,36,009,77.686,0.05148932883659861
Orleans,New York,3,0,0,0,0.0%,43.25210058600004,-78.23124678499994,2020-03-29 21:44 EDT,36,073,41.175,0.07285974499089254
Hamilton,New York,2,0,0,0,0.0%,43.66130373,-74.49733573,2020-03-29 21:44 EDT,36,041,4.575,0.4371584699453552
Cayuga,New York,2,0,0,0,0.0%,42.92145204,-76.54917489,2020-03-29 21:44 EDT,36,011,77.868,0.02568449170390918
Fulton,New York,1,0,0,0,0.0%,43.11240266,-74.43516277,2020-03-29 21:44 EDT,36,035,53.743,0.018607074409690564
Schuyler,New York,1,0,0,0,0.0%,42.370638972000044,-76.98512749999998,2020-03-29 21:44 EDT,36,097,17.992,0.055580257892396616
Bergen,New Jersey,2169,331,23,23,1.1%,40.95949149,-74.074442,2020-03-29 21:44 EDT,34,003,929.999,2.332260572323196
Essex,New Jersey,1227,141,13,13,1.1%,40.78779259,-74.24760059,2020-03-29 21:44 EDT,34,013,793.555,1.546206627139896
Hudson,New Jersey,974,203,6,6,0.6%,40.74034231,-74.07410970000002,2020-03-29 21:44 EDT,34,017,668.631,1.4567078104365485
Middlesex,New Jersey,938,130,12,12,1.3%,40.57936,-74.50067,2020-03-29 21:44 EDT,34,023,826.698,1.134634413050473
Union,New Jersey,896,154,7,7,0.8%,40.69635,-74.26957,2020-03-29 21:44 EDT,34,039,553.066,1.6200598120296672
Monmouth,New Jersey,870,89,8,8,0.9%,40.2600411,-74.22194634,2020-03-29 21:44 EDT,34,025,623.387,1.3956017690455529
Passaic,New Jersey,831,223,10,10,1.2%,40.86034,-74.12374,2020-03-29 21:44 EDT,34,031,504.041,1.648675405373769
Ocean,New Jersey,759,135,6,6,0.8%,39.90927434,-74.2969653,2020-03-29 21:44 EDT,34,029,591.939,1.2822267159284995
Morris,New Jersey,566,124,8,8,1.4%,40.86201902,-74.5442741,2020-03-29 21:44 EDT,34,027,494.383,1.1448613726604675
Somerset,New Jersey,295,37,6,6,2.0%,40.49859,-74.52249,2020-03-29 21:44 EDT,34,035,330.176,0.8934628804031789
Mercer,New Jersey,202,34,0,0,0.0%,40.28331911,-74.70157374,2020-03-29 21:44 EDT,34,021,368.762,0.5477787841480414
Camden,New Jersey,163,40,1,1,0.6%,39.94525,-75.11913,2020-03-29 21:44 EDT,34,007,507.367,0.32126645997867426
Burlington,New Jersey,142,27,2,2,1.4%,40.07687,-74.85775,2020-03-29 21:44 EDT,34,005,446.367,0.318123875644929
Sussex,New Jersey,93,12,1,1,1.1%,41.13934496,-74.69067762,2020-03-29 21:44 EDT,34,037,142.298,0.653558026114211
Gloucester,New Jersey,72,21,1,1,1.4%,39.71720107,-75.14164366,2020-03-29 21:44 EDT,34,015,290.852,0.24754858140910152
Hunterdon,New Jersey,66,5,0,0,0.0%,40.56725317,-74.91217921,2020-03-29 21:44 EDT,34,019,125.051,0.5277846638571463
Warren,New Jersey,56,5,1,1,1.8%,40.85732358,-74.997063,2020-03-29 21:44 EDT,34,041,106.293,0.5268456060135663
Atlantic,New Jersey,24,7,0,0,0.0%,39.4806564,-74.67264306,2020-03-29 21:44 EDT,34,001,268.539,0.08937249338084971
Cumberland,New Jersey,11,0,1,1,9.1%,39.37311491,-75.11061925,2020-03-29 21:44 EDT,34,011,153.400,0.07170795306388526
Cape May,New Jersey,9,2,0,0,0.0%,38.93547,-74.92137,2020-03-29 21:44 EDT,34,009,93.705,0.09604610212902193
Salem,New Jersey,3,0,0,0,0.0%,39.57661332,-75.35810746,2020-03-29 21:44 EDT,34,033,63.336,0.0473664266767715
Los Angeles,California,2136,318,37,37,1.7%,34.053490000000004,-118.24531999999999,2020-03-29 21:44 EDT,06,037,10098.052,0.21152594579627834
Santa Clara,California,646,55,25,25,3.9%,37.35579,-121.95508999999998,2020-03-29 21:44 EDT,06,085,1922.200,0.33607324940172717
San Diego,California,515,31,7,7,1.4%,32.71568,-117.16171000000001,2020-03-29 21:44 EDT,06,073,3302.833,0.1559267453122819
Orange,California,431,28,4,4,0.9%,33.78787,-117.85071,2020-03-29 21:44 EDT,06,059,3164.182,0.13621213950398553
San Francisco,California,340,32,5,5,1.5%,37.777120000000004,-122.41963999999999,2020-03-29 21:44 EDT,06,075,870.044,0.3907848338704709
San Mateo,California,277,3,6,6,2.2%,37.54704,-122.31485,2020-03-29 21:44 EDT,06,081,765.935,0.36164948722802853
Alameda,California,270,14,6,6,2.2%,37.76683,-122.2453,2020-03-29 21:44 EDT,06,001,1643.700,0.1642635517430188
Riverside,California,233,38,8,8,3.4%,33.98171,-117.37404,2020-03-29 21:44 EDT,06,065,2383.286,0.09776417937251342
Contra Costa,California,168,0,3,3,1.8%,37.91793732,-121.9259354,2020-03-29 21:44 EDT,06,013,1133.247,0.14824658701942295
Sacramento,California,164,0,6,6,3.7%,38.57944000000001,-121.49085,2020-03-29 21:44 EDT,06,067,1510.023,0.10860761723496927
San Joaquin,California,113,12,4,4,3.5%,37.93479557,-121.2713112,2020-03-29 21:44 EDT,06,077,732.212,0.15432688893380606
Ventura,California,109,0,3,3,2.8%,34.28082,-119.29231999999999,2020-03-29 21:44 EDT,06,111,848.112,0.12852076140887053
San Bernardino,California,76,0,3,3,3.9%,34.10524,-117.29411999999999,2020-03-29 21:44 EDT,06,071,2135.413,0.035590305013596904
Marin,California,74,0,1,1,1.4%,38.07188727,-122.7195348,2020-03-29 21:44 EDT,06,041,260.295,0.2842928216062544
San Luis Obispo,California,71,4,0,0,0.0%,35.28579000000001,-120.66275,2020-03-29 21:44 EDT,06,079,281.455,0.25226057451457606
Santa Barbara,California,68,4,0,0,0.0%,34.41938,-119.69905,2020-03-29 21:44 EDT,06,083,443.738,0.15324358067147728
Sonoma,California,58,4,1,1,1.7%,38.29188,-122.45728000000001,2020-03-29 21:44 EDT,06,097,501.317,0.1156952586886142
Placer,California,53,9,2,2,3.8%,39.05913563,-120.75363279999999,2020-03-29 21:44 EDT,06,061,380.077,0.1394454281632406
Kern,California,51,4,1,1,2.0%,35.34281638,-118.7299395,2020-03-29 21:44 EDT,06,029,883.053,0.05775417783530547
Fresno,California,43,0,0,0,0.0%,36.74084000000001,-119.78551999999999,2020-03-29 21:44 EDT,06,019,978.130,0.04396143661885434
Santa Cruz,California,41,2,1,1,2.4%,36.97424,-122.03098,2020-03-29 21:44 EDT,06,087,273.765,0.14976348327945502
Monterey,California,36,4,1,1,2.8%,36.21714603,-121.2390196,2020-03-29 21:44 EDT,06,053,433.212,0.08310019113043961
Solano,California,34,0,0,0,0.0%,38.27793363,-121.9272405,2020-03-29 21:44 EDT,06,095,438.530,0.07753175381387818
Stanislaus,California,29,6,0,0,0.0%,37.55932622,-120.9976619,2020-03-29 21:44 EDT,06,099,539.301,0.05377331026643749
Tulare,California,29,0,1,1,3.4%,36.20649,-119.34305,2020-03-29 21:44 EDT,06,107,460.477,0.0629781726340295
Imperial,California,25,4,0,0,0.0%,32.84748,-115.56952,2020-03-29 21:44 EDT,06,025,180.216,0.1387224219825099
Humboldt,California,18,0,0,0,0.0%,40.69879803,-123.87371470000001,2020-03-29 21:44 EDT,06,023,135.768,0.132579105532968
Yolo,California,16,0,1,1,6.2%,38.73431,-121.81278999999999,2020-03-29 21:44 EDT,06,113,214.977,0.07442656656293464
Madera,California,15,4,1,1,6.7%,36.96205,-120.06398999999999,2020-03-29 21:44 EDT,06,039,155.013,0.09676607768380716
San Benito,California,14,0,1,1,7.1%,36.50506,-121.08332,2020-03-29 21:44 EDT,06,069,59.416,0.23562676720075398
Nevada,California,12,0,0,0,0.0%,39.2616,-121.0161,2020-03-29 21:44 EDT,06,057,99.092,0.12109958422476082
El Dorado,California,12,0,0,0,0.0%,38.68217,-120.84683000000001,2020-03-29 21:44 EDT,06,017,186.661,0.06428766587557123
Mono,California,11,0,0,0,0.0%,37.93749777,-118.8838882,2020-03-29 21:44 EDT,06,051,14.174,0.7760688584732608
Napa,California,10,1,0,0,0.0%,38.50647693,-122.3306091,2020-03-29 21:44 EDT,06,055,140.530,0.0711591830925781
Merced,California,8,0,0,0,0.0%,37.19187429,-120.717739,2020-03-29 21:44 EDT,06,047,269.075,0.02973148750348416
Inyo,California,8,3,0,0,0.0%,36.51106029700003,-117.41059194999997,2020-03-29 21:44 EDT,06,027,18.085,0.44235554326790155
Sutter,California,6,0,0,0,0.0%,39.034675390000075,-121.69484571099994,2020-03-29 21:44 EDT,06,101,95.872,0.06258344459279037
Butte,California,5,0,0,0,0.0%,39.66709143,-121.60091100000001,2020-03-29 21:44 EDT,06,007,227.075,0.02201915666629968
Shasta,California,4,0,1,1,25.0%,40.598279999999995,-122.49095,2020-03-29 21:44 EDT,06,089,179.085,0.022335762347488623
Calaveras,California,3,0,0,0,0.0%,38.20473567,-120.55406550000001,2020-03-29 21:44 EDT,06,009,45.235,0.06632032718028076
Mendocino,California,3,0,0,0,0.0%,39.44024063,-123.3912784,2020-03-29 21:44 EDT,06,045,87.422,0.03431630482029695
Siskiyou,California,3,0,0,0,0.0%,41.59256366,-122.54077720000001,2020-03-29 21:44 EDT,06,093,43.540,0.06890215893431327
Yuba,California,3,0,0,0,0.0%,39.26918299,-121.3512653,2020-03-29 21:44 EDT,06,115,75.493,0.03973878372829269
Amador,California,2,0,0,0,0.0%,38.44606535,-120.65175500000001,2020-03-29 21:44 EDT,06,005,37.829,0.05286949165983769
Kings,California,2,0,0,0,0.0%,36.07543070500003,-119.81535414099994,2020-03-29 21:44 EDT,06,031,150.075,0.013326669998334168
Colusa,California,1,0,0,0,0.0%,39.17759768100007,-122.23710226499998,2020-03-29 21:44 EDT,06,011,21.464,0.04658963846440551
Glenn,California,1,0,0,0,0.0%,39.59827984400005,-122.392389048,2020-03-29 21:44 EDT,06,021,27.897,0.0358461483313618
Oakland,Michigan,1170,152,34,34,2.9%,42.74214,-83.16174000000002,2020-03-29 21:44 EDT,26,125,1250.843,0.9353691870202735
Wayne,Michigan,1162,223,21,21,1.8%,42.28515,-83.3836,2020-03-29 21:44 EDT,26,163,1761.382,0.6597092510312924
Macomb,Michigan,620,86,20,20,3.2%,42.69565,-82.92171,2020-03-29 21:44 EDT,26,099,868.704,0.7137068552694589
Washtenaw,Michigan,233,48,5,5,2.1%,42.25322942,-83.83877634,2020-03-29 21:44 EDT,26,161,365.961,0.636679864794336
Genesee,Michigan,127,17,5,5,3.9%,43.0217016,-83.70675478,2020-03-29 21:44 EDT,26,049,409.361,0.31023961735485306
Kent,Michigan,72,19,1,1,1.4%,43.03216204,-85.54929822,2020-03-29 21:44 EDT,26,081,643.140,0.11195074167366359
Livingston,Michigan,59,18,2,2,3.4%,42.60291818,-83.91152404,2020-03-29 21:44 EDT,26,093,188.482,0.3130272386753112
Ingham,Michigan,43,11,0,0,0.0%,42.59709245,-84.37353421,2020-03-29 21:44 EDT,26,065,289.564,0.14849912281913497
Monroe,Michigan,38,4,0,0,0.0%,41.916059999999995,-83.3979,2020-03-29 21:44 EDT,26,115,149.699,0.25384271104015393
Berrien,Michigan,29,7,0,0,0.0%,41.95468698,-86.41222292,2020-03-29 21:44 EDT,26,021,154.807,0.18733003029578763
Ottawa,Michigan,25,2,0,0,0.0%,42.96071229,-85.99516567,2020-03-29 21:44 EDT,26,139,284.034,0.08801763169198054
Jackson,Michigan,24,4,1,1,4.2%,42.24848235,-84.42344983,2020-03-29 21:44 EDT,26,075,158.913,0.15102603311245777
Saginaw,Michigan,24,5,0,0,0.0%,43.33502489,-84.05317757,2020-03-29 21:44 EDT,26,145,192.778,0.1244955337227277
St. Clair,Michigan,20,4,0,0,0.0%,42.83189,-82.50220999999998,2020-03-29 21:44 EDT,26,147,159.566,0.12533998470852187
Kalamazoo,Michigan,19,4,0,0,0.0%,42.24543721,-85.53116967,2020-03-29 21:44 EDT,26,077,261.573,0.0726374664051718
Otsego,Michigan,17,3,0,0,0.0%,42.4606,-85.6964,2020-03-29 21:44 EDT,26,137,24.397,0.6968069844653032
Calhoun,Michigan,15,4,0,0,0.0%,42.24653649,-85.00558363,2020-03-29 21:44 EDT,26,025,134.473,0.11154655581417833
Lenawee,Michigan,15,4,0,0,0.0%,41.895081617000066,-84.06637217799994,2020-03-29 21:44 EDT,26,091,98.474,0.15232447143408415
Clinton,Michigan,14,1,0,0,0.0%,42.94365426,-84.60151416,2020-03-29 21:44 EDT,26,037,77.896,0.17972681524083392
Muskegon,Michigan,13,6,2,2,15.4%,43.29120706,-86.15200005,2020-03-29 21:44 EDT,26,121,173.043,0.07512583577492299
Hillsdale,Michigan,10,3,1,1,10.0%,41.88776412,-84.59292627,2020-03-29 21:44 EDT,26,059,45.830,0.2181976871045167
Eaton,Michigan,8,0,0,0,0.0%,42.59607493,-84.83832067,2020-03-29 21:44 EDT,26,045,109.155,0.07329027529659658
Midland,Michigan,8,0,0,0,0.0%,43.6468649,-84.38811027,2020-03-29 21:44 EDT,26,111,83.389,0.09593591480890766
Grand Traverse,Michigan,6,1,0,0,0.0%,44.66867927,-85.56047625,2020-03-29 21:44 EDT,26,055,91.746,0.06539794650447975
Bay,Michigan,5,1,0,0,0.0%,43.70732889,-83.99203709,2020-03-29 21:44 EDT,26,017,104.786,0.047716297978737617
Shiawassee,Michigan,5,3,0,0,0.0%,42.953737445000066,-84.14674301399998,2020-03-29 21:44 EDT,26,155,68.493,0.07300016060035333
Charlevoix,Michigan,4,0,0,0,0.0%,45.31653,-85.26071999999998,2020-03-29 21:44 EDT,26,029,26.219,0.1525611197986193
Tuscola,Michigan,4,0,1,1,25.0%,43.46412684,-83.41682258,2020-03-29 21:44 EDT,26,157,53.250,0.07511737089201878
Emmet,Michigan,4,0,0,0,0.0%,45.52025096,-84.89032852,2020-03-29 21:44 EDT,26,047,33.039,0.12106903961984321
Kalkaska,Michigan,4,0,0,0,0.0%,44.68468247,-85.09024392,2020-03-29 21:44 EDT,26,079,17.463,0.22905571780335565
Lapeer,Michigan,4,0,0,0,0.0%,43.09013207,-83.22178574,2020-03-29 21:44 EDT,26,087,88.202,0.0453504455681277
Isabella,Michigan,4,0,1,1,25.0%,43.64058966,-84.84678576,2020-03-29 21:44 EDT,26,073,70.775,0.0565171317555634
Van Buren,Michigan,4,0,0,0,0.0%,42.25130725700007,-86.01888992499994,2020-03-29 21:44 EDT,26,159,75.272,0.05314061005420343
Cass,Michigan,4,2,0,0,0.0%,41.91539284700008,-85.99345400099999,2020-03-29 21:44 EDT,26,027,51.460,0.0777302759424796
Montcalm,Michigan,3,0,0,0,0.0%,43.31095473,-85.1525018,2020-03-29 21:44 EDT,26,117,63.209,0.047461595658846056
Gladwin,Michigan,3,1,0,0,0.0%,43.9906941,-84.38823148,2020-03-29 21:44 EDT,26,051,25.289,0.11862865277393332
Huron,Michigan,3,2,0,0,0.0%,43.83330683800006,-83.01889316399995,2020-03-29 21:44 EDT,26,063,31.543,0.09510826490822051
Gratiot,Michigan,3,1,0,0,0.0%,43.29271634600008,-84.60489269099999,2020-03-29 21:44 EDT,26,057,41.067,0.07305135510263715
Allegan,Michigan,2,0,0,0,0.0%,42.5912512,-85.88819122,2020-03-29 21:44 EDT,26,005,115.250,0.01735357917570499
Marquette,Michigan,2,0,0,0,0.0%,46.43125285,-87.64159342,2020-03-29 21:44 EDT,26,103,66.939,0.0298779485800505
Sanilac,Michigan,2,0,0,0,0.0%,43.423566160000064,-82.82012594799994,2020-03-29 21:44 EDT,26,151,41.376,0.04833720030935808
Oceana,Michigan,2,1,0,0,0.0%,43.64089041000005,-86.26756685699995,2020-03-29 21:44 EDT,26,127,26.417,0.07570882386342129
Ionia,Michigan,2,0,0,0,0.0%,42.94508874900004,-85.07458580199994,2020-03-29 21:44 EDT,26,067,64.176,0.031164298180004987
Osceola,Michigan,2,1,0,0,0.0%,43.98983264300006,-85.32525689799995,2020-03-29 21:44 EDT,26,133,23.232,0.08608815426997246
Leelanau,Michigan,1,0,0,0,0.0%,44.93849073,-85.81182341,2020-03-29 21:44 EDT,26,089,21.639,0.04621285641665512
Barry,Michigan,1,0,0,0,0.0%,42.59502105,-85.30897251,2020-03-29 21:44 EDT,26,015,60.057,0.01665084836072398
Wexford,Michigan,1,0,0,0,0.0%,44.33836176,-85.57838222,2020-03-29 21:44 EDT,26,165,33.111,0.03020144362900547
Clare,Michigan,1,0,0,0,0.0%,43.9878737,-84.84783104,2020-03-29 21:44 EDT,26,035,30.616,0.032662660047034234
Roscommon,Michigan,1,0,0,0,0.0%,44.33561169,-84.61161259999999,2020-03-29 21:44 EDT,26,143,23.877,0.041881308372073545
Newaygo,Michigan,1,0,0,0,0.0%,43.55418492,-85.80088959,2020-03-29 21:44 EDT,26,123,48.142,0.020771883178929005
Manistee,Michigan,1,0,0,0,0.0%,44.33296585,-86.056664,2020-03-29 21:44 EDT,26,101,24.444,0.04090983472426771
Iosco,Michigan,1,0,0,0,0.0%,44.35582423300008,-83.63589798699995,2020-03-29 21:44 EDT,26,069,25.247,0.03960866637620311
Mecosta,Michigan,1,0,1,1,100.0%,43.640810722000026,-85.32462118599993,2020-03-29 21:44 EDT,26,107,43.264,0.02311390532544379
Missaukee,Michigan,1,0,1,1,100.0%,44.337312897000075,-85.09467582899998,2020-03-29 21:44 EDT,26,113,15.006,0.06664001066240172
Ogemaw,Michigan,1,0,0,0,0.0%,44.33494161000005,-84.12642460699999,2020-03-29 21:44 EDT,26,129,20.928,0.047782874617737
Crawford,Michigan,1,0,0,0,0.0%,44.683617922000046,-84.61032167299999,2020-03-29 21:44 EDT,26,039,13.836,0.07227522405319457
Gogebic,Michigan,1,0,1,1,100.0%,46.40892793400008,-89.69451128099995,2020-03-29 21:44 EDT,26,053,15.414,0.06487608667445179
Cheboygan,Michigan,1,1,0,0,0.0%,45.44604693100007,-84.50037714699994,2020-03-29 21:44 EDT,26,031,25.458,0.03928038337654175
Chippewa,Michigan,0,0,0,0,nan%,46.30381924,-84.59406579,2020-03-29 21:44 EDT,26,033,37.834,0.0
Dickinson,Michigan,0,0,0,0,nan%,46.00922398800003,-87.87027984299993,2020-03-29 21:44 EDT,26,043,25.570,0.0
Middlesex,Massachusetts,981,139,6,6,0.6%,42.48559407,-71.3917913,2020-03-29 21:44 EDT,25,017,1595.192,0.6149729938465087
Suffolk,Massachusetts,940,97,3,3,0.3%,42.33189157,-71.07537429,2020-03-29 21:44 EDT,25,025,791.766,1.187219456253489
Essex,Massachusetts,570,98,4,4,0.7%,42.632509999999996,-70.78113,2020-03-29 21:44 EDT,25,009,781.024,0.7298111197607244
Norfolk,Massachusetts,548,58,9,9,1.6%,42.119409999999995,-71.33083,2020-03-29 21:44 EDT,25,021,698.249,0.7848203148160614
Worcester,Massachusetts,337,46,5,5,1.5%,42.26341,-71.80219,2020-03-29 21:44 EDT,25,027,822.280,0.4098360655737705
Plymouth,Massachusetts,325,53,0,0,0.0%,41.92808,-70.6568,2020-03-29 21:44 EDT,25,023,512.135,0.634598299276558
Bristol,Massachusetts,208,29,1,1,0.5%,41.79836956,-71.11428121,2020-03-29 21:44 EDT,25,005,558.905,0.3721562698490799
Hampden,Massachusetts,201,18,4,4,2.0%,42.064613,-72.422,2020-03-29 21:44 EDT,25,013,469.116,0.42846545417338144
Berkshire,Massachusetts,151,32,3,3,2.0%,42.51105,-73.19426,2020-03-29 21:44 EDT,25,003,127.328,1.1859135461171149
Barnstable,Massachusetts,148,15,2,2,1.4%,41.70194,-70.30442,2020-03-29 21:44 EDT,25,001,213.690,0.6925920726285741
Franklin,Massachusetts,41,2,2,2,4.9%,42.58654867,-72.59777313,2020-03-29 21:44 EDT,25,011,70.935,0.5779939381123563
Hampshire,Massachusetts,37,7,0,0,0.0%,42.3402715,-72.66940388,2020-03-29 21:44 EDT,25,015,161.159,0.22958692967814395
Miami-Dade,Florida,1472,351,3,3,0.2%,25.61418208,-80.5679083,2020-03-29 21:44 EDT,12,086,2715.516,0.5420700890733107
Broward,Florida,1012,192,11,11,1.1%,26.15224542,-80.48705340000002,2020-03-29 21:44 EDT,12,011,1909.151,0.5300785532417289
Palm Beach,Florida,383,65,7,7,1.8%,26.70288,-80.03661,2020-03-29 21:44 EDT,12,099,1446.277,0.2648178737544744
Orange,Florida,268,55,4,4,1.5%,41.33141,-74.35667,2020-03-29 21:44 EDT,12,095,1321.194,0.2028468188623321
Hillsborough,Florida,225,19,2,2,0.9%,27.93023096,-82.30785534,2020-03-29 21:44 EDT,12,057,1378.883,0.16317555586659638
Lee,Florida,152,33,6,6,3.9%,26.57965162,-81.82468531,2020-03-29 21:44 EDT,12,071,718.679,0.2114991533076659
Duval,Florida,142,22,3,3,2.1%,30.47844000000001,-81.62557,2020-03-29 21:44 EDT,12,031,924.229,0.15364157584321636
Pinellas,Florida,116,5,5,5,4.3%,27.9313392,-82.72194025,2020-03-29 21:44 EDT,12,103,957.875,0.12110139631997913
Collier,Florida,111,16,1,1,0.9%,26.11625563,-81.34013334,2020-03-29 21:44 EDT,12,021,363.922,0.305010414319552
