County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update,STATEFP,COUNTYFP
Crawford,Georgia,19,1.0,0,0,0.0%,0,0,32.714498555,-83.9863384069999,2020-05-06 22:20 EDT,13,079
Taylor,Georgia,18,0.0,2,0,11.1%,0,0,32.555586857,-84.24922651199999,2020-05-06 22:20 EDT,13,269
Dade,Georgia,17,1.0,1,0,5.9%,0,0,34.854551527000105,-85.504436192,2020-05-06 22:20 EDT,13,083
Jefferson,Georgia,17,2.0,1,0,5.9%,0,0,33.0549108980001,-82.41810830600001,2020-05-06 22:20 EDT,13,163
Jenkins,Georgia,17,0.0,1,0,5.9%,0,0,32.792406864,-81.9635388929999,2020-05-06 22:20 EDT,13,165
Atkinson,Georgia,17,5.0,1,0,5.9%,0,0,31.297125389,-82.880148495,2020-05-06 22:20 EDT,13,003
Clinch,Georgia,16,7.0,0,0,0.0%,0,0,30.91495659,-82.7062035,2020-05-06 22:20 EDT,13,065
Screven,Georgia,16,1.0,1,0,6.2%,0,0,32.7505673530001,-81.611980764,2020-05-06 22:20 EDT,13,251
Chattooga,Georgia,15,0.0,2,0,13.3%,0,0,34.4749213,-85.34555104,2020-05-06 22:20 EDT,13,055
Hart,Georgia,15,3.0,0,0,0.0%,0,0,34.345436537000104,-82.970824171,2020-05-06 22:20 EDT,13,147
Schley,Georgia,15,-1.0,1,0,6.7%,0,0,32.262007917000105,-84.314787428,2020-05-06 22:20 EDT,13,249
Heard,Georgia,14,1.0,1,0,7.1%,0,0,33.29691499,-85.12838545,2020-05-06 22:20 EDT,13,149
Charlton,Georgia,13,1.0,0,0,0.0%,0,0,30.78171091,-82.13776476,2020-05-06 22:20 EDT,13,049
Rabun,Georgia,13,0.0,1,0,7.7%,0,0,34.881675728000104,-83.4022136519999,2020-05-06 22:20 EDT,13,241
Warren,Georgia,13,0.0,0,0,0.0%,0,0,33.4089292130001,-82.676725488,2020-05-06 22:20 EDT,13,301
Wayne,Georgia,13,0.0,0,0,0.0%,0,0,31.551412594000002,-81.9167381569999,2020-05-06 22:20 EDT,13,305
Chattahoochee,Georgia,12,-1.0,0,0,0.0%,0,0,32.347020479,-84.7868076399999,2020-05-06 22:20 EDT,13,053
Lincoln,Georgia,12,0.0,0,0,0.0%,0,0,33.79723474,-82.46708136,2020-05-06 22:20 EDT,13,181
Webster,Georgia,10,0.0,2,0,20.0%,0,0,32.046727601,-84.5508817799999,2020-05-06 22:20 EDT,13,307
Lanier,Georgia,10,0.0,1,0,10.0%,0,0,31.038022105,-83.062581392,2020-05-06 22:20 EDT,13,173
Tattnall,Georgia,9,0.0,0,0,0.0%,0,0,32.04576272,-82.05815138,2020-05-06 22:20 EDT,13,267
Twiggs,Georgia,8,0.0,0,0,0.0%,0,0,32.66716778,-83.42700283,2020-05-06 22:20 EDT,13,289
Candler,Georgia,7,0.0,0,0,0.0%,0,0,32.403380874,-82.07363459,2020-05-06 22:20 EDT,13,043
Quitman,Georgia,6,0.0,1,0,16.7%,0,0,31.86654952800011,-85.012954564,2020-05-06 22:20 EDT,13,239
Long,Georgia,5,0.0,0,0,0.0%,0,0,31.7525468040001,-81.74578696899991,2020-05-06 22:20 EDT,13,183
Mcintosh,Georgia,5,-1.0,0,0,0.0%,0,0,31.49917808800011,-81.411099828,2020-05-06 22:20 EDT,13,191
Wheeler,Georgia,5,0.0,0,0,0.0%,0,0,32.116994533,-82.72456356899991,2020-05-06 22:20 EDT,13,309
Echols,Georgia,5,0.0,0,0,0.0%,0,0,30.710069644,-82.893919968,2020-05-06 22:20 EDT,13,101
Evans,Georgia,5,0.0,0,0,0.0%,0,0,32.15680035400004,-81.88693171499995,2020-05-06 22:20 EDT,13,109
Treutlen,Georgia,4,1.0,0,0,0.0%,0,0,32.403826495,-82.567259136,2020-05-06 22:20 EDT,13,283
Montgomery,Georgia,2,0.0,0,0,0.0%,0,0,32.17335546000004,-82.53483677599995,2020-05-06 22:20 EDT,13,209
Taliaferro,Georgia,1,0.0,0,0,0.0%,0,0,33.56613301600004,-82.87881086199997,2020-05-06 22:20 EDT,13,265
Orleans,Louisiana,6608,51.0,464,11,7.0%,0,0,30.03843182,-89.90055149,2020-05-06 22:20 EDT,22,071
Jefferson,Louisiana,6554,128.0,387,6,5.9%,0,0,29.9596,-90.17182,2020-05-06 22:20 EDT,22,051
East Baton Rouge,Louisiana,2224,93.0,165,2,7.4%,0,0,30.53926541,-91.09217012,2020-05-06 22:20 EDT,22,033
Caddo,Louisiana,1667,38.0,124,1,7.4%,0,0,32.75632,-93.97374,2020-05-06 22:20 EDT,22,017
St. Tammany,Louisiana,1406,65.0,120,2,8.5%,0,0,30.39408,-89.89506999999998,2020-05-06 22:20 EDT,22,103
Ouachita,Louisiana,806,21.0,24,2,3.0%,0,0,32.47831651,-92.15480686,2020-05-06 22:20 EDT,22,073
St. John the Baptist,Louisiana,790,13.0,74,0,9.4%,0,0,30.07866499,-90.54541322,2020-05-06 22:20 EDT,22,095
Lafourche,Louisiana,692,11.0,53,0,7.7%,0,0,29.765290000000004,-90.76881,2020-05-06 22:20 EDT,22,057
Ascension,Louisiana,664,17.0,44,4,6.6%,0,0,30.20549338,-90.90885829999999,2020-05-06 22:20 EDT,22,005
Tangipahoa,Louisiana,631,43.0,25,2,4.0%,0,0,30.64545741,-90.41177337,2020-05-06 22:20 EDT,22,105
St. Charles,Louisiana,590,6.0,43,2,7.3%,0,0,29.905279800000002,-90.3824403,2020-05-06 22:20 EDT,22,089
St. Bernard,Louisiana,505,25.0,20,0,4.0%,0,0,29.86715,-89.85868,2020-05-06 22:20 EDT,22,087
Iberville,Louisiana,489,7.0,32,0,6.5%,0,0,30.25861183,-91.35399609,2020-05-06 22:20 EDT,22,047
Lafayette,Louisiana,477,9.0,21,1,4.4%,0,0,30.20678822,-92.06389372,2020-05-06 22:20 EDT,22,055
Terrebonne,Louisiana,476,10.0,33,1,6.9%,0,0,29.43006669,-90.87546183,2020-05-06 22:20 EDT,22,109
Calcasieu,Louisiana,475,11.0,35,1,7.4%,0,0,30.229699199999995,-93.35799892,2020-05-06 22:20 EDT,22,019
Rapides,Louisiana,316,16.0,11,0,3.5%,0,0,31.19843924,-92.53308595,2020-05-06 22:20 EDT,22,079
Bossier,Louisiana,303,3.0,18,1,5.9%,0,0,32.67886191,-93.60531071,2020-05-06 22:20 EDT,22,015
Washington,Louisiana,298,7.0,24,1,8.1%,0,0,30.85339216,-90.04050446,2020-05-06 22:20 EDT,22,117
Iberia,Louisiana,278,8.0,24,1,8.6%,0,0,29.898011199999996,-91.72954301,2020-05-06 22:20 EDT,22,045
Livingston,Louisiana,266,23.0,18,0,6.8%,0,0,30.45023884,-90.73914828,2020-05-06 22:20 EDT,22,063
St. James,Louisiana,256,3.0,20,0,7.8%,0,0,30.41825,-91.09344,2020-05-06 22:20 EDT,22,093
St. Martin,Louisiana,252,8.0,19,0,7.5%,0,0,30.12895397,-91.60824755,2020-05-06 22:20 EDT,22,099
St. Mary,Louisiana,215,6.0,24,1,11.2%,0,0,29.71330317,-91.44813878,2020-05-06 22:20 EDT,22,101
De Soto,Louisiana,205,3.0,13,0,6.3%,0,0,32.05631831,-93.73641134,2020-05-06 22:20 EDT,22,031
Assumption,Louisiana,203,2.0,8,2,3.9%,0,0,29.9008158,-91.06259177,2020-05-06 22:20 EDT,22,007
St. Landry,Louisiana,202,11.0,48,1,23.8%,0,0,30.844359999999998,-92.2579,2020-05-06 22:20 EDT,22,097
Plaquemines,Louisiana,183,2.0,17,0,9.3%,0,0,29.48327508,-89.6525564,2020-05-06 22:20 EDT,22,075
West Feliciana,Louisiana,158,5.0,4,0,2.5%,0,0,30.8819257600001,-91.4169597279999,2020-05-06 22:20 EDT,22,125
Union,Louisiana,148,5.0,7,0,4.7%,0,0,32.8318561880001,-92.374800889,2020-05-06 22:20 EDT,22,111
Franklin,Louisiana,146,7.0,4,1,2.7%,0,0,32.13329942700011,-91.673797081,2020-05-06 22:20 EDT,22,041
Acadia,Louisiana,140,6.0,10,0,7.1%,0,0,30.29050871,-92.41197696,2020-05-06 22:20 EDT,22,001
East Feliciana,Louisiana,132,2.0,18,2,13.6%,0,0,30.844826069000106,-91.04601836599993,2020-05-06 22:20 EDT,22,037
West Baton Rouge,Louisiana,118,7.0,24,1,20.3%,0,0,30.45019000000001,-91.20510999999999,2020-05-06 22:20 EDT,22,121
Pointe Coupee,Louisiana,117,9.0,17,0,14.5%,0,0,30.7346500000001,-91.43281,2020-05-06 22:20 EDT,22,077
Lincoln,Louisiana,99,5.0,11,1,11.1%,0,0,33.98547052,-91.55475994,2020-05-06 22:20 EDT,22,061
Webster,Louisiana,96,4.0,4,0,4.2%,0,0,32.71359019,-93.33509249,2020-05-06 22:20 EDT,22,119
Natchitoches,Louisiana,91,1.0,8,2,8.8%,0,0,31.7825,-93.12601,2020-05-06 22:20 EDT,22,069
Allen,Louisiana,90,0.0,9,0,10.0%,0,0,30.6527174,-92.82796952,2020-05-06 22:20 EDT,22,003
Richland,Louisiana,86,4.0,1,0,1.2%,0,0,32.41776224,-91.76340821,2020-05-06 22:20 EDT,22,083
Bienville,Louisiana,78,0.0,15,1,19.2%,0,0,32.34725238,-93.05591905,2020-05-06 22:20 EDT,22,013
Avoyelles,Louisiana,74,0.0,7,0,9.5%,0,0,31.07628851,-92.00134123,2020-05-06 22:20 EDT,22,009
Jefferson Davis,Louisiana,66,1.0,6,0,9.1%,0,0,30.26768508300011,-92.8141435379999,2020-05-06 22:20 EDT,22,053
Evangeline,Louisiana,63,3.0,1,0,1.6%,0,0,30.72895002,-92.405885,2020-05-06 22:20 EDT,22,039
Claiborne,Louisiana,58,0.0,7,0,12.1%,0,0,32.82278787,-92.99576115,2020-05-06 22:20 EDT,22,027
Jackson,Louisiana,56,9.0,4,1,7.1%,0,0,32.301987792,-92.55763308199994,2020-05-06 22:20 EDT,22,049
Morehouse,Louisiana,55,0.0,4,0,7.3%,0,0,32.8201776540001,-91.801805865,2020-05-06 22:20 EDT,22,067
Winn,Louisiana,47,3.0,2,0,4.3%,0,0,31.944314772,-92.636648829,2020-05-06 22:20 EDT,22,127
Catahoula,Louisiana,46,0.0,2,0,4.3%,0,0,31.666355100000004,-91.84685928,2020-05-06 22:20 EDT,22,025
Beauregard,Louisiana,44,1.0,4,1,9.1%,0,0,30.64850162,-93.34333182,2020-05-06 22:20 EDT,22,011
Concordia,Louisiana,42,2.0,4,0,9.5%,0,0,31.449419401999997,-91.643173715,2020-05-06 22:20 EDT,22,029
Caldwell,Louisiana,41,2.0,0,0,0.0%,0,0,32.0922523,-92.11650781799999,2020-05-06 22:20 EDT,22,021
Vermilion,Louisiana,40,2.0,2,1,5.0%,0,0,29.852994306,-92.31213269700001,2020-05-06 22:20 EDT,22,113
Red River,Louisiana,34,1.0,6,0,17.6%,0,0,32.09307819,-93.33989490100001,2020-05-06 22:20 EDT,22,081
St. Helena,Louisiana,32,1.0,1,0,3.1%,0,0,30.821929917,-90.71040379,2020-05-06 22:20 EDT,22,091
Grant,Louisiana,17,0.0,0,0,0.0%,0,0,32.782135499999995,-108.28364850000001,2020-05-06 22:20 EDT,22,043
Sabine,Louisiana,17,0.0,1,0,5.9%,0,0,31.5713204700001,-93.52722547699993,2020-05-06 22:20 EDT,22,085
Vernon,Louisiana,17,1.0,2,0,11.8%,0,0,31.10830016,-93.18407486,2020-05-06 22:20 EDT,22,115
East Carroll,Louisiana,11,3.0,0,0,0.0%,0,0,32.7308685790001,-91.23907794199994,2020-05-06 22:20 EDT,22,035
Madison,Louisiana,8,0.0,0,0,0.0%,0,0,32.3640052690001,-91.248975236,2020-05-06 22:20 EDT,22,065
West Carroll,Louisiana,4,0.0,0,0,0.0%,0,0,32.788461088000105,-91.456818994,2020-05-06 22:20 EDT,22,123
Cameron,Louisiana,3,0.0,0,0,0.0%,0,0,29.870492659,-93.18597230200001,2020-05-06 22:20 EDT,22,023
Tensas,Louisiana,2,0.0,0,0,0.0%,0,0,32.003049557000054,-91.343210238,2020-05-06 22:20 EDT,22,107
Prince George's,Maryland,8135,537.0,311,16,3.8%,0,0,38.82838616,-76.84587073,2020-05-06 22:20 EDT,24,033
Montgomery,Maryland,5790,406.0,333,13,5.8%,3,0,39.13636819,-77.20403165,2020-05-06 22:20 EDT,24,031
Baltimore,Maryland,3527,79.0,163,6,4.6%,0,0,39.29058,-76.60925999999998,2020-05-06 22:20 EDT,24,005
Anne Arundel,Maryland,2085,67.0,108,1,5.2%,0,0,39.00889701,-76.60328627,2020-05-06 22:20 EDT,24,003
Frederick,Maryland,1108,70.0,68,2,6.1%,52,0,39.41574,-77.41203,2020-05-06 22:20 EDT,24,021
Howard,Maryland,1061,69.0,25,2,2.4%,0,0,39.25112784,-76.9312584,2020-05-06 22:20 EDT,24,027
Charles,Maryland,670,19.0,52,2,7.8%,0,0,38.47410423,-77.01286707,2020-05-06 22:20 EDT,24,017
Harford,Maryland,532,41.0,21,2,3.9%,0,0,39.55444035,-76.31583955,2020-05-06 22:20 EDT,24,025
Carroll,Maryland,521,15.0,55,3,10.6%,0,0,39.5629588,-77.02246566,2020-05-06 22:20 EDT,24,013
Wicomico,Maryland,517,37.0,11,0,2.1%,0,0,38.37029175,-75.62980988,2020-05-06 22:20 EDT,24,045
Washington,Maryland,251,14.0,7,1,2.8%,0,0,39.60377466,-77.81425047,2020-05-06 22:20 EDT,24,043
Cecil,Maryland,200,6.0,13,0,6.5%,0,0,39.56916959,-75.94199571,2020-05-06 22:20 EDT,24,015
St. Mary's,Maryland,186,18.0,7,0,3.8%,0,0,38.234005700000004,-76.58157553,2020-05-06 22:20 EDT,24,037
Calvert,Maryland,184,13.0,11,0,6.0%,0,0,38.54020822,-76.56511395,2020-05-06 22:20 EDT,24,009
Allegany,Maryland,129,3.0,12,0,9.3%,0,0,39.6214558770001,-78.69896830100001,2020-05-06 22:20 EDT,24,001
Caroline,Maryland,101,3.0,0,0,0.0%,0,0,38.87170704,-75.83158374,2020-05-06 22:20 EDT,24,011
Kent,Maryland,94,-1.0,8,1,8.5%,0,0,39.238986612000105,-76.057436636,2020-05-06 22:20 EDT,24,029
Worcester,Maryland,86,6.0,3,0,3.5%,0,0,38.22216753,-75.35774125,2020-05-06 22:20 EDT,24,047
Dorchester,Maryland,79,4.0,2,0,2.5%,0,0,38.4769030630001,-76.02633077,2020-05-06 22:20 EDT,24,019
Queen Anne's,Maryland,67,4.0,8,0,11.9%,0,0,39.065317799999995,-76.03322349,2020-05-06 22:20 EDT,24,035
Talbot,Maryland,45,0.0,1,0,2.2%,0,0,38.75926446,-76.11366953,2020-05-06 22:20 EDT,24,041
Somerset,Maryland,39,4.0,0,0,0.0%,0,0,38.11700325,-75.75260446,2020-05-06 22:20 EDT,24,039
Garrett,Maryland,4,0.0,0,0,0.0%,0,0,39.52844386,-79.27379962,2020-05-06 22:20 EDT,24,023
Marion,Indiana,6730,403.0,390,16,5.8%,0,0,39.78174364,-86.13841490000001,2020-05-06 22:20 EDT,18,097
Lake,Indiana,2233,135.0,106,3,4.7%,0,0,41.4166063,-87.38217401,2020-05-06 22:20 EDT,18,089
Cass,Indiana,1442,71.0,2,0,0.1%,0,0,40.7614644720001,-86.34592797,2020-05-06 22:20 EDT,18,017
Hendricks,Indiana,883,109.0,46,2,5.2%,0,0,39.8065,-86.5401,2020-05-06 22:20 EDT,18,063
Hamilton,Indiana,882,37.0,77,3,8.7%,0,0,40.07251369,-86.05201795,2020-05-06 22:20 EDT,18,057
Johnson,Indiana,746,28.0,77,2,10.3%,3,0,39.48998224,-86.10160833,2020-05-06 22:20 EDT,18,081
Allen,Indiana,718,54.0,56,1,7.8%,0,0,41.09086141,-85.06653711,2020-05-06 22:20 EDT,18,003
St. Joseph,Indiana,714,46.0,24,3,3.4%,0,0,41.61672009,-86.28991117,2020-05-06 22:20 EDT,18,141
Madison,Indiana,462,12.0,56,1,12.1%,0,0,40.16165564,-85.71935843,2020-05-06 22:20 EDT,18,095
Elkhart,Indiana,361,40.0,16,3,4.4%,0,0,41.59735788,-85.85875499,2020-05-06 22:20 EDT,18,039
Clark,Indiana,347,13.0,23,2,6.6%,0,0,38.47741675,-85.70747393,2020-05-06 22:20 EDT,18,019
Bartholomew,Indiana,314,45.0,19,2,6.1%,0,0,39.20594992,-85.8975923,2020-05-06 22:20 EDT,18,005
LaPorte,Indiana,284,30.0,9,1,3.2%,0,0,41.6106,-86.72251999999996,2020-05-06 22:20 EDT,18,091
Porter,Indiana,281,23.0,7,0,2.5%,64,0,41.46029716,-87.06718788,2020-05-06 22:20 EDT,18,127
Shelby,Indiana,241,17.0,14,0,5.8%,0,0,39.52367018,-85.79166999,2020-05-06 22:20 EDT,18,145
Hancock,Indiana,236,5.0,14,2,5.9%,0,0,39.82353217,-85.77322257,2020-05-06 22:20 EDT,18,059
Howard,Indiana,220,18.0,9,0,4.1%,0,0,40.48359609,-86.11686027,2020-05-06 22:20 EDT,18,067
Floyd,Indiana,218,14.0,27,0,12.4%,0,0,38.318983100000004,-85.90692978,2020-05-06 22:20 EDT,18,043
Delaware,Indiana,212,12.0,15,0,7.1%,0,0,40.22750338,-85.39691195,2020-05-06 22:20 EDT,18,035
Boone,Indiana,207,8.0,26,0,12.6%,0,0,40.05074486,-86.46869878,2020-05-06 22:20 EDT,18,011
Decatur,Indiana,206,4.0,28,0,13.6%,0,0,39.30703089,-85.50116846,2020-05-06 22:20 EDT,18,031
Tippecanoe,Indiana,197,16.0,2,0,1.0%,0,0,40.38856752,-86.89409188,2020-05-06 22:20 EDT,18,157
Jackson,Indiana,188,22.0,1,0,0.5%,0,0,38.90635013,-86.03750925,2020-05-06 22:20 EDT,18,071
Morgan,Indiana,176,8.0,8,1,4.5%,0,0,39.48150997,-86.44614769,2020-05-06 22:20 EDT,18,109
Vanderburgh,Indiana,163,13.0,2,0,1.2%,55,0,38.02586461,-87.58564969999998,2020-05-06 22:20 EDT,18,163
Grant,Indiana,149,3.0,13,1,8.7%,0,0,40.51583936,-85.65471184,2020-05-06 22:20 EDT,18,053
Harrison,Indiana,145,7.0,11,2,7.6%,0,0,38.19564948,-86.11140473,2020-05-06 22:20 EDT,18,061
Dearborn,Indiana,140,3.0,13,2,9.3%,0,0,39.14532423,-84.97353769,2020-05-06 22:20 EDT,18,029
Monroe,Indiana,135,4.0,9,1,6.7%,0,0,39.1608893,-86.52313759,2020-05-06 22:20 EDT,18,105
Noble,Indiana,123,37.0,14,0,11.4%,0,0,41.39858246,-85.41743879,2020-05-06 22:20 EDT,18,113
Miami,Indiana,121,2.0,1,0,0.8%,0,0,40.76943710000001,-86.04495875,2020-05-06 22:20 EDT,18,103
Lawrence,Indiana,111,3.0,14,0,12.6%,0,0,38.84116374,-86.48345363,2020-05-06 22:20 EDT,18,093
Montgomery,Indiana,110,8.0,2,2,1.8%,0,0,40.04034687,-86.89328987,2020-05-06 22:20 EDT,18,107
Warrick,Indiana,110,7.0,18,0,16.4%,0,0,38.09264698,-87.27191214,2020-05-06 22:20 EDT,18,173
Orange,Indiana,107,2.0,14,1,13.1%,0,0,38.541733336,-86.495027584,2020-05-06 22:20 EDT,18,117
White,Indiana,106,7.0,0,0,0.0%,0,0,40.749737306,-86.86546388200001,2020-05-06 22:20 EDT,18,181
Franklin,Indiana,101,2.0,7,0,6.9%,53,0,39.41487151,-85.06025193,2020-05-06 22:20 EDT,18,047
Greene,Indiana,101,5.0,8,1,7.9%,0,0,39.03631962,-86.96204887,2020-05-06 22:20 EDT,18,055
Ripley,Indiana,99,2.0,6,0,6.1%,0,0,39.10347687,-85.26239031,2020-05-06 22:20 EDT,18,137
Jennings,Indiana,87,5.0,3,0,3.4%,0,0,38.99694082,-85.62804372,2020-05-06 22:20 EDT,18,079
Putnam,Indiana,80,2.0,5,0,6.2%,0,0,39.66614809,-86.84500302,2020-05-06 22:20 EDT,18,133
Vigo,Indiana,73,4.0,6,0,8.2%,0,0,39.43062951,-87.38994949,2020-05-06 22:20 EDT,18,167
Clinton,Indiana,70,6.0,1,0,1.4%,0,0,40.3016776150001,-86.475103015,2020-05-06 22:20 EDT,18,023
Carroll,Indiana,65,9.0,1,0,1.5%,0,0,40.5828548320001,-86.56344828499991,2020-05-06 22:20 EDT,18,015
Wabash,Indiana,63,0.0,2,0,3.2%,0,0,40.845696348000004,-85.793992363,2020-05-06 22:20 EDT,18,169
Newton,Indiana,61,-1.0,8,0,13.1%,0,0,40.955813862000106,-87.397515843,2020-05-06 22:20 EDT,18,111
Steuben,Indiana,59,18.0,1,0,1.7%,0,0,41.6438595050001,-85.0007295569999,2020-05-06 22:20 EDT,18,151
Scott,Indiana,54,2.0,2,0,3.7%,0,0,38.68501474,-85.74748138,2020-05-06 22:20 EDT,18,143
Daviess,Indiana,52,0.0,15,0,28.8%,0,0,38.702449503000004,-87.072061622,2020-05-06 22:20 EDT,18,027
Henry,Indiana,47,-1.0,2,0,4.3%,0,0,39.931053927,-85.396443789,2020-05-06 22:20 EDT,18,065
Washington,Indiana,45,0.0,1,1,2.2%,0,0,38.60002353,-86.1053071,2020-05-06 22:20 EDT,18,175
Wayne,Indiana,44,5.0,3,0,6.8%,0,0,39.86443721,-85.00984284,2020-05-06 22:20 EDT,18,177
Kosciusko,Indiana,39,2.0,1,0,2.6%,0,0,41.244083726999996,-85.86071581,2020-05-06 22:20 EDT,18,085
Jasper,Indiana,37,1.0,1,0,2.7%,0,0,41.0229939710001,-87.11610283799999,2020-05-06 22:20 EDT,18,073
Rush,Indiana,37,2.0,2,0,5.4%,0,0,39.619942128000005,-85.465719835,2020-05-06 22:20 EDT,18,139
LaGrange,Indiana,36,6.0,2,0,5.6%,0,0,41.64260761,-85.426457646,2020-05-06 22:20 EDT,18,087
Fulton,Indiana,34,1.0,1,0,2.9%,0,0,41.0469159950001,-86.263506916,2020-05-06 22:20 EDT,18,049
Fayette,Indiana,33,3.0,4,0,12.1%,0,0,39.64006518,-85.17871479,2020-05-06 22:20 EDT,18,041
Marshall,Indiana,31,0.0,1,0,3.2%,0,0,41.324867053,-86.261751012,2020-05-06 22:20 EDT,18,099
Pulaski,Indiana,31,2.0,0,0,0.0%,0,0,41.0418193890001,-86.69873266299999,2020-05-06 22:20 EDT,18,131
Dubois,Indiana,30,5.0,0,0,0.0%,0,0,38.36429392,-86.87980863,2020-05-06 22:20 EDT,18,037
Jefferson,Indiana,30,0.0,0,0,0.0%,0,0,38.7860026000001,-85.43872738499991,2020-05-06 22:20 EDT,18,077
Owen,Indiana,24,-1.0,1,0,4.2%,0,0,39.31272984,-86.83764090000004,2020-05-06 22:20 EDT,18,119
Clay,Indiana,23,1.0,1,0,4.3%,0,0,39.392718200000004,-87.11577827599994,2020-05-06 22:20 EDT,18,021
DeKalb,Indiana,23,1.0,1,0,4.3%,0,0,41.397597047,-84.9990826689999,2020-05-06 22:20 EDT,18,033
Whitley,Indiana,22,1.0,1,0,4.5%,0,0,41.139377908,-85.5051209419999,2020-05-06 22:20 EDT,18,183
Brown,Indiana,21,3.0,1,0,4.8%,0,0,39.19618714,-86.22734946,2020-05-06 22:20 EDT,18,013
Knox,Indiana,20,0.0,0,0,0.0%,0,0,38.689074964,-87.418078021,2020-05-06 22:20 EDT,18,083
Tipton,Indiana,20,0.0,1,0,5.0%,0,0,40.31135533,-86.05184494,2020-05-06 22:20 EDT,18,159
Crawford,Indiana,19,1.0,0,0,0.0%,0,0,38.292599959,-86.45186652,2020-05-06 22:20 EDT,18,025
Jay,Indiana,18,0.0,0,0,0.0%,0,0,40.4379111260001,-85.0056510969999,2020-05-06 22:20 EDT,18,075
Randolph,Indiana,18,2.0,2,0,11.1%,0,0,40.1576365340001,-85.011281013,2020-05-06 22:20 EDT,18,135
Starke,Indiana,17,0.0,2,0,11.8%,0,0,41.28093755,-86.64761248,2020-05-06 22:20 EDT,18,149
Sullivan,Indiana,16,0.0,0,0,0.0%,0,0,39.088812526,-87.414653874,2020-05-06 22:20 EDT,18,153
Switzerland,Indiana,15,0.0,0,0,0.0%,0,0,38.826211975,-85.038201815,2020-05-06 22:20 EDT,18,155
Fountain,Indiana,14,0.0,2,0,14.3%,0,0,40.1208663890001,-87.24195941499991,2020-05-06 22:20 EDT,18,045
Posey,Indiana,14,1.0,0,0,0.0%,0,0,38.022859978,-87.86824663899998,2020-05-06 22:20 EDT,18,129
Parke,Indiana,13,1.0,0,0,0.0%,0,0,39.7735861840001,-87.2063691859999,2020-05-06 22:20 EDT,18,121
Huntington,Indiana,12,1.0,2,0,16.7%,0,0,40.829244853,-85.488159185,2020-05-06 22:20 EDT,18,069
Warren,Indiana,12,1.0,1,0,8.3%,0,0,40.346882341,-87.35333040100002,2020-05-06 22:20 EDT,18,171
Blackford,Indiana,12,3.0,1,0,8.3%,0,0,40.473588432,-85.3248279039999,2020-05-06 22:20 EDT,18,009
Perry,Indiana,11,0.0,0,0,0.0%,0,0,38.0803602010001,-86.63807857100002,2020-05-06 22:20 EDT,18,123
Benton,Indiana,10,-1.0,0,0,0.0%,0,0,40.6062506650001,-87.310916178,2020-05-06 22:20 EDT,18,007
Adams,Indiana,8,0.0,1,0,12.5%,0,0,40.74565068,-84.93663421,2020-05-06 22:20 EDT,18,001
Union,Indiana,8,1.0,0,0,0.0%,0,0,39.625555840000104,-84.925199698,2020-05-06 22:20 EDT,18,161
Gibson,Indiana,7,0.0,0,0,0.0%,0,0,38.31186789,-87.5845025,2020-05-06 22:20 EDT,18,051
Ohio,Indiana,7,1.0,0,0,0.0%,0,0,38.94971085,-84.96631379,2020-05-06 22:20 EDT,18,115
Wells,Indiana,7,0.0,0,0,0.0%,0,0,40.72919489,-85.22121595,2020-05-06 22:20 EDT,18,179
Martin,Indiana,7,0.0,0,0,0.0%,0,0,38.7079638650001,-86.80305212,2020-05-06 22:20 EDT,18,101
Vermillion,Indiana,7,0.0,0,0,0.0%,0,0,39.853774204000004,-87.46395655100002,2020-05-06 22:20 EDT,18,165
Spencer,Indiana,6,1.0,1,0,16.7%,0,0,38.014231912000106,-87.00797798299999,2020-05-06 22:20 EDT,18,147
Pike,Indiana,2,0.0,0,0,0.0%,0,0,38.39881614600006,-87.23209668799996,2020-05-06 22:20 EDT,18,125
Franklin,Ohio,3237,249.0,99,12,3.1%,0,0,39.96947128,-83.00933072,2020-05-06 22:20 EDT,39,049
Cuyahoga,Ohio,2542,144.0,131,3,5.2%,224,0,41.42441485,-81.65858169,2020-05-06 22:20 EDT,39,035
Marion,Ohio,2347,15.0,13,4,0.6%,0,0,40.587205299999994,-83.16076959,2020-05-06 22:20 EDT,39,101
Pickaway,Ohio,1836,8.0,22,0,1.2%,18,0,39.641859949,-83.024331714,2020-05-06 22:20 EDT,39,129
Hamilton,Ohio,1527,93.0,93,10,6.1%,0,0,39.19604613,-84.54207829,2020-05-06 22:20 EDT,39,061
Lucas,Ohio,1527,98.0,151,18,9.9%,0,0,41.61985841,-83.65977665,2020-05-06 22:20 EDT,39,095
Mahoning,Ohio,1024,63.0,108,16,10.5%,0,0,41.01464431,-80.77623825,2020-05-06 22:20 EDT,39,099
Summit,Ohio,787,71.0,70,4,8.9%,0,0,41.12591572,-81.53218826,2020-05-06 22:20 EDT,39,153
Lorain,Ohio,518,15.0,41,2,7.9%,40,0,41.4682,-82.17815,2020-05-06 22:20 EDT,39,093
Stark,Ohio,427,22.0,59,2,13.8%,0,0,40.81390964,-81.3656565,2020-05-06 22:20 EDT,39,151
Trumbull,Ohio,363,16.0,34,0,9.4%,0,0,41.31706712,-80.7611827,2020-05-06 22:20 EDT,39,155
Butler,Ohio,361,27.0,10,2,2.8%,0,0,39.43863845,-84.57616769,2020-05-06 22:20 EDT,39,017
